Device number: 1510507,,,,,,,,,,,,,,,,,,,,,,,
Name,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23
CCT [K],1141,4226,5317,1763,1770,1772,1773,1775,1775,1773,1775,1773,1772,1772,1770,1767,1767,1766,1763,1763,1763,1762,1761
,,,,,,,,,,,,,,,,,,,,,,,
Chrom. Coord. (CIE1931 2°),,,,,,,,,,,,,,,,,,,,,,,
x,0.1772,0.3916,0.3337,0.5704,0.5698,0.5696,0.5695,0.5694,0.5694,0.5696,0.5692,0.5696,0.5693,0.5695,0.5698,0.5701,0.5701,0.5702,0.5704,0.5704,0.5704,0.5704,0.5705
y,0.0991,0.4608,0.2638,0.4289,0.4294,0.4295,0.4297,0.4298,0.4297,0.4297,0.4295,0.4296,0.4291,0.4293,0.4294,0.4292,0.4291,0.4291,0.4289,0.4288,0.4288,0.4285,0.4287
,,,,,,,,,,,,,,,,,,,,,,,
ipRGC-Influenced Responses to Light,,,,,,,,,,,,,,,,,,,,,,,
Lsc [W/(sr*sqm)],5.17E-06,1.41E-08,7.45E-06,7.81E-07,1.40E-06,4.76E-06,6.59E-06,4.22E-06,9.17E-06,4.08E-06,4.43E-05,4.44E-06,8.04E-05,4.80E-05,1.08E-05,5.08E-06,2.49E-05,5.41E-06,1.11E-05,1.51E-05,1.44E-05,7.18E-05,1.47E-05
Lmc [W/(sr*sqm)],1.87E-06,7.07E-08,8.59E-06,3.94E-03,8.91E-03,1.28E-02,1.70E-02,2.09E-02,2.49E-02,2.88E-02,3.27E-02,3.68E-02,4.07E-02,4.43E-02,4.88E-02,5.25E-02,5.61E-02,5.98E-02,6.36E-02,6.72E-02,7.09E-02,7.44E-02,7.63E-02
Llc [W/(sr*sqm)],1.54E-06,8.53E-08,1.10E-05,7.66E-03,1.73E-02,2.48E-02,3.29E-02,4.04E-02,4.83E-02,5.59E-02,6.34E-02,7.13E-02,7.89E-02,8.59E-02,9.47E-02,1.02E-01,1.09E-01,1.16E-01,1.24E-01,1.31E-01,1.38E-01,1.45E-01,1.49E-01
Lrh [W/(sr*sqm)],3.24E-06,4.56E-08,9.20E-06,6.51E-04,1.48E-03,2.12E-03,2.82E-03,3.47E-03,4.17E-03,4.78E-03,5.50E-03,6.11E-03,6.82E-03,7.42E-03,8.13E-03,8.68E-03,9.29E-03,9.88E-03,1.05E-02,1.11E-02,1.18E-02,1.23E-02,1.26E-02
Lmel [W/(sr*sqm)],3.47E-06,3.46E-08,8.70E-06,1.39E-04,3.22E-04,4.56E-04,6.06E-04,7.47E-04,9.18E-04,1.02E-03,1.25E-03,1.32E-03,1.53E-03,1.64E-03,1.76E-03,1.85E-03,2.00E-03,2.10E-03,2.24E-03,2.38E-03,2.54E-03,2.66E-03,2.68E-03
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Wavelength [nm],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)]
380,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.50E-07,0.00E+00,0.00E+00,6.55E-08,1.50E-07,0.00E+00,0.00E+00,2.78E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.03E-06,0.00E+00,0.00E+00,0.00E+00
381,0.00E+00,0.00E+00,0.00E+00,4.20E-08,0.00E+00,0.00E+00,6.47E-08,0.00E+00,0.00E+00,2.27E-07,0.00E+00,0.00E+00,0.00E+00,2.62E-06,1.92E-07,0.00E+00,4.44E-07,0.00E+00,0.00E+00,8.91E-06,0.00E+00,0.00E+00,0.00E+00
382,0.00E+00,0.00E+00,5.08E-08,2.97E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.61E-08,0.00E+00,0.00E+00,1.95E-07,3.89E-06,1.36E-08,0.00E+00,3.15E-08,0.00E+00,0.00E+00,6.24E-06,3.29E-07,0.00E+00,0.00E+00
383,6.82E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E-07,0.00E+00,0.00E+00,0.00E+00,6.91E-07,1.91E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.34E-08,0.00E+00,0.00E+00,4.98E-08,0.00E+00
384,1.04E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.89E-08,0.00E+00,0.00E+00,1.35E-07,0.00E+00,0.00E+00,4.65E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.09E-07,0.00E+00,0.00E+00,2.39E-07,0.00E+00
385,0.00E+00,0.00E+00,0.00E+00,5.14E-08,0.00E+00,0.00E+00,2.37E-07,0.00E+00,0.00E+00,3.36E-07,0.00E+00,0.00E+00,3.43E-06,1.05E-07,0.00E+00,0.00E+00,4.07E-07,0.00E+00,3.09E-07,0.00E+00,0.00E+00,5.32E-07,0.00E+00
386,0.00E+00,0.00E+00,0.00E+00,2.86E-08,0.00E+00,0.00E+00,6.79E-08,0.00E+00,0.00E+00,7.73E-08,0.00E+00,0.00E+00,8.21E-07,5.87E-08,0.00E+00,0.00E+00,2.27E-07,0.00E+00,1.72E-07,4.33E-07,0.00E+00,2.96E-07,0.00E+00
387,4.31E-08,0.00E+00,0.00E+00,3.02E-07,8.63E-08,0.00E+00,1.37E-07,0.00E+00,0.00E+00,1.17E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.49E-08,0.00E+00,0.00E+00,0.00E+00
388,3.98E-09,0.00E+00,0.00E+00,8.61E-08,0.00E+00,0.00E+00,6.81E-08,0.00E+00,0.00E+00,3.22E-08,1.33E-07,0.00E+00,1.52E-08,1.77E-07,1.97E-07,0.00E+00,2.10E-08,0.00E+00,0.00E+00,2.99E-07,0.00E+00,3.56E-06,0.00E+00
389,3.35E-08,0.00E+00,3.82E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.72E-07,0.00E+00,0.00E+00,1.39E-06,0.00E+00,5.82E-08,0.00E+00,1.77E-07,0.00E+00,0.00E+00,2.13E-07,0.00E+00,4.13E-06,0.00E+00
390,2.11E-07,0.00E+00,7.28E-08,0.00E+00,0.00E+00,0.00E+00,1.44E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.14E-06,0.00E+00,3.05E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.09E-05,0.00E+00
391,9.51E-07,0.00E+00,2.95E-08,2.95E-08,0.00E+00,0.00E+00,2.78E-06,0.00E+00,0.00E+00,0.00E+00,1.55E-06,0.00E+00,6.45E-07,1.21E-07,1.41E-07,0.00E+00,1.56E-07,0.00E+00,0.00E+00,3.75E-07,0.00E+00,2.24E-06,0.00E+00
392,9.87E-07,0.00E+00,6.88E-09,6.88E-09,0.00E+00,0.00E+00,5.24E-07,0.00E+00,0.00E+00,0.00E+00,3.54E-06,0.00E+00,2.64E-08,2.83E-08,0.00E+00,0.00E+00,3.64E-08,0.00E+00,0.00E+00,8.76E-08,0.00E+00,0.00E+00,0.00E+00
393,9.68E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.77E-06,0.00E+00,0.00E+00,0.00E+00,7.99E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.60E-07,1.13E-08,3.04E-07,0.00E+00
394,1.04E-08,0.00E+00,0.00E+00,1.04E-08,0.00E+00,4.35E-08,3.13E-07,0.00E+00,0.00E+00,0.00E+00,1.30E-06,0.00E+00,3.99E-08,4.28E-08,2.08E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.27E-07,0.00E+00,0.00E+00
395,2.61E-08,0.00E+00,5.86E-07,2.61E-08,0.00E+00,0.00E+00,7.84E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.40E-06,1.07E-07,1.19E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.41E-07,0.00E+00,0.00E+00,0.00E+00
396,0.00E+00,0.00E+00,1.48E-06,0.00E+00,0.00E+00,0.00E+00,4.27E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.20E-06,2.26E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.72E-07,0.00E+00,0.00E+00,0.00E+00
397,0.00E+00,0.00E+00,3.01E-07,0.00E+00,0.00E+00,0.00E+00,2.17E-06,2.78E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.15E-06,7.26E-08,0.00E+00,0.00E+00,1.34E-06,0.00E+00,0.00E+00,1.13E-07,0.00E+00,0.00E+00,0.00E+00
398,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.85E-06,1.74E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.97E-07,9.19E-07,0.00E+00,0.00E+00,1.21E-05,4.85E-07,0.00E+00,0.00E+00,0.00E+00,3.09E-07,0.00E+00
399,0.00E+00,0.00E+00,0.00E+00,1.69E-08,0.00E+00,0.00E+00,3.17E-06,0.00E+00,7.18E-07,0.00E+00,0.00E+00,0.00E+00,6.48E-06,6.72E-07,3.87E-08,0.00E+00,4.71E-06,0.00E+00,0.00E+00,2.34E-07,5.48E-08,2.54E-07,0.00E+00
400,3.45E-08,0.00E+00,0.00E+00,5.67E-08,5.18E-08,0.00E+00,2.11E-06,0.00E+00,4.28E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.74E-06,1.30E-07,0.00E+00,5.48E-06,0.00E+00,2.08E-07,0.00E+00,1.84E-07,0.00E+00,0.00E+00
401,3.90E-08,0.00E+00,0.00E+00,0.00E+00,5.84E-08,0.00E+00,2.28E-06,0.00E+00,3.15E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.30E-06,1.19E-07,0.00E+00,6.28E-06,0.00E+00,2.35E-07,4.94E-07,0.00E+00,0.00E+00,0.00E+00
402,3.45E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.57E-06,2.66E-07,1.41E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.37E-06,5.24E-07,0.00E+00,1.02E-06,0.00E+00,0.00E+00,2.05E-07,0.00E+00,0.00E+00,0.00E+00
403,2.04E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.52E-07,1.57E-08,5.78E-08,0.00E+00,0.00E+00,0.00E+00,4.17E-06,0.00E+00,2.80E-08,0.00E+00,4.60E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E-07,0.00E+00
404,3.83E-08,0.00E+00,3.83E-08,0.00E+00,0.00E+00,4.77E-08,6.65E-06,0.00E+00,4.70E-08,0.00E+00,0.00E+00,0.00E+00,3.06E-06,0.00E+00,0.00E+00,0.00E+00,2.73E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
405,1.54E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.34E-06,0.00E+00,2.47E-07,0.00E+00,0.00E+00,0.00E+00,3.45E-06,0.00E+00,0.00E+00,0.00E+00,2.18E-06,0.00E+00,9.25E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00
406,4.55E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.08E-07,0.00E+00,5.02E-08,0.00E+00,0.00E+00,0.00E+00,3.16E-06,3.09E-06,0.00E+00,0.00E+00,4.38E-06,0.00E+00,2.74E-07,1.54E-07,0.00E+00,0.00E+00,0.00E+00
407,1.26E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.40E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.96E-06,1.61E-06,0.00E+00,0.00E+00,3.76E-06,0.00E+00,7.60E-08,8.03E-08,0.00E+00,0.00E+00,0.00E+00
408,0.00E+00,0.00E+00,4.25E-08,0.00E+00,0.00E+00,0.00E+00,2.69E-06,0.00E+00,1.00E-07,0.00E+00,0.00E+00,0.00E+00,3.32E-06,4.71E-06,1.95E-07,0.00E+00,3.91E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.04E-07
409,0.00E+00,5.22E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.09E-06,0.00E+00,0.00E+00,0.00E+00,3.22E-08,0.00E+00,3.12E-06,0.00E+00,2.39E-08,0.00E+00,4.55E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
410,0.00E+00,3.20E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.80E-06,0.00E+00,0.00E+00,0.00E+00,7.20E-07,0.00E+00,3.49E-06,0.00E+00,1.46E-07,0.00E+00,1.33E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
411,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E-06,0.00E+00,0.00E+00,0.00E+00,2.39E-06,0.00E+00,4.46E-06,0.00E+00,1.04E-07,0.00E+00,2.42E-07,0.00E+00,1.37E-07,0.00E+00,0.00E+00,0.00E+00,3.26E-07
412,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.21E-06,0.00E+00,0.00E+00,0.00E+00,2.41E-06,0.00E+00,2.78E-06,0.00E+00,6.39E-08,0.00E+00,0.00E+00,0.00E+00,8.40E-08,0.00E+00,2.04E-07,0.00E+00,2.00E-07
413,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.12E-07,0.00E+00,1.90E-07,0.00E+00,4.87E-07,0.00E+00,8.78E-06,9.92E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.33E-08,2.78E-07,2.89E-07
414,3.64E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.23E-08,1.95E-06,1.40E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.20E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00
415,3.24E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.73E-08,0.00E+00,0.00E+00,0.00E+00,1.10E-07,3.23E-06,5.88E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.95E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00
416,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.05E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.63E-06,1.90E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
417,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.16E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.22E-06,1.35E-07,0.00E+00,3.06E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.07E-07
418,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.95E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.42E-07,7.36E-06,0.00E+00,0.00E+00,6.50E-08,0.00E+00,0.00E+00,0.00E+00,2.40E-07,0.00E+00,4.40E-08
419,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.56E-08,0.00E+00,6.07E-09,0.00E+00,0.00E+00,1.56E-07,3.20E-06,1.03E-08,0.00E+00,1.19E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
420,1.04E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.44E-07,0.00E+00,8.57E-08,0.00E+00,0.00E+00,0.00E+00,3.63E-06,1.45E-07,0.00E+00,1.68E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
421,2.31E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.90E-08,0.00E+00,0.00E+00,0.00E+00,5.65E-08,0.00E+00,7.00E-08,2.22E-06,8.37E-08,0.00E+00,1.93E-07,0.00E+00,1.10E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00
422,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.36E-08,0.00E+00,0.00E+00,0.00E+00,4.61E-08,0.00E+00,1.16E-06,1.84E-07,6.84E-08,0.00E+00,1.58E-07,0.00E+00,8.99E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00
423,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.59E-07,0.00E+00,0.00E+00,0.00E+00,2.74E-06,2.77E-07,3.08E-07,1.70E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.18E-07,0.00E+00,0.00E+00
424,4.10E-08,0.00E+00,1.08E-09,0.00E+00,0.00E+00,9.65E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.66E-09,5.55E-06,0.00E+00,1.78E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.78E-07
425,6.12E-08,0.00E+00,3.06E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.04E-07,1.59E-06,3.60E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.27E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00
426,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.10E-08,3.10E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-06,1.28E-06,0.00E+00,0.00E+00,8.52E-08,0.00E+00,1.35E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00
427,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.56E-08,2.77E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.55E-06,1.07E-06,1.05E-07,0.00E+00,3.18E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
428,2.95E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.71E-07,0.00E+00,0.00E+00,0.00E+00,2.00E-07,1.47E-06,1.21E-07,1.67E-07,0.00E+00,7.36E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
429,3.74E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.38E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.16E-06,1.47E-07,1.64E-07,0.00E+00,3.80E-07,0.00E+00,2.25E-09,2.28E-07,0.00E+00,0.00E+00,0.00E+00
430,7.32E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.31E-06,2.64E-07,0.00E+00,0.00E+00,1.50E-07,0.00E+00,3.42E-07,4.54E-08,4.63E-08,0.00E+00,0.00E+00
431,6.63E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.44E-08,6.67E-08,3.82E-08,0.00E+00,0.00E+00,3.16E-06,1.60E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.36E-07,1.39E-07,9.75E-08,0.00E+00
432,5.07E-07,0.00E+00,1.26E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.52E-08,6.77E-08,3.87E-08,0.00E+00,1.42E-07,4.26E-06,2.29E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.56E-06,0.00E+00
433,1.16E-07,0.00E+00,9.79E-08,0.00E+00,5.44E-08,0.00E+00,0.00E+00,0.00E+00,6.43E-08,0.00E+00,0.00E+00,4.90E-08,3.65E-06,3.52E-06,0.00E+00,0.00E+00,1.44E-07,0.00E+00,1.64E-07,0.00E+00,0.00E+00,8.49E-07,0.00E+00
434,3.26E-08,0.00E+00,6.86E-07,0.00E+00,8.99E-10,0.00E+00,0.00E+00,0.00E+00,1.06E-09,2.65E-07,0.00E+00,1.10E-07,4.17E-06,2.33E-06,0.00E+00,0.00E+00,3.47E-07,0.00E+00,2.71E-09,0.00E+00,0.00E+00,1.01E-05,0.00E+00
435,6.09E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.41E-07,0.00E+00,2.45E-07,2.47E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.63E-07,0.00E+00
436,1.26E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.45E-08,0.00E+00,4.48E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.01E-07,1.09E-06,0.00E+00,0.00E+00,6.16E-08,0.00E+00,0.00E+00,0.00E+00,1.51E-07,1.84E-06,0.00E+00
437,6.48E-08,0.00E+00,1.73E-08,0.00E+00,0.00E+00,5.90E-08,0.00E+00,4.91E-08,0.00E+00,0.00E+00,1.61E-07,0.00E+00,1.33E-07,0.00E+00,0.00E+00,0.00E+00,6.74E-08,0.00E+00,0.00E+00,1.10E-07,1.65E-07,0.00E+00,0.00E+00
438,8.87E-08,0.00E+00,6.73E-09,2.28E-08,0.00E+00,1.67E-08,0.00E+00,8.79E-08,0.00E+00,0.00E+00,6.23E-08,0.00E+00,5.15E-08,0.00E+00,0.00E+00,0.00E+00,1.21E-07,0.00E+00,0.00E+00,4.28E-08,0.00E+00,3.15E-07,0.00E+00
439,2.69E-09,0.00E+00,2.81E-08,8.96E-10,0.00E+00,3.49E-08,0.00E+00,5.75E-08,0.00E+00,1.52E-07,0.00E+00,0.00E+00,0.00E+00,1.15E-07,0.00E+00,0.00E+00,4.74E-09,0.00E+00,0.00E+00,0.00E+00,1.82E-07,9.82E-07,0.00E+00
440,2.38E-08,0.00E+00,4.73E-09,9.46E-09,0.00E+00,1.18E-07,0.00E+00,9.10E-09,0.00E+00,0.00E+00,0.00E+00,3.20E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.56E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.38E-06,0.00E+00
441,0.00E+00,0.00E+00,2.22E-07,3.59E-08,0.00E+00,0.00E+00,0.00E+00,3.46E-08,2.41E-08,0.00E+00,0.00E+00,1.22E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.79E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.72E-06,0.00E+00
442,0.00E+00,0.00E+00,4.80E-07,1.09E-07,0.00E+00,0.00E+00,0.00E+00,3.01E-08,2.90E-08,0.00E+00,0.00E+00,0.00E+00,1.20E-07,6.41E-08,7.15E-08,0.00E+00,2.25E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.03E-06,0.00E+00
443,2.09E-08,0.00E+00,7.91E-07,6.79E-08,0.00E+00,2.60E-08,0.00E+00,1.29E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.31E-07,2.76E-08,3.08E-08,0.00E+00,1.71E-06,0.00E+00,1.26E-07,0.00E+00,0.00E+00,4.64E-07,0.00E+00
444,1.27E-09,0.00E+00,4.11E-07,5.39E-08,0.00E+00,3.43E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.44E-07,0.00E+00,4.87E-09,0.00E+00,3.62E-07,0.00E+00,2.29E-06,0.00E+00,7.66E-09,1.67E-07,3.41E-07,0.00E+00,0.00E+00
