Device number: 1510507,,,,,,,,,,,,,,,,,,,,,,,
Name,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23
CCT [K],0,3962,1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
Chrom. Coord. (CIE1931 2°),,,,,,,,,,,,,,,,,,,,,,,
x,0.1839,0.3962,0.2078,0.1418,0.142,0.1419,0.1415,0.1414,0.1418,0.1412,0.1415,0.1414,0.1412,0.1414,0.1412,0.141,0.1411,0.141,0.1412,0.141,0.1413,0.1413,0.1407
y,0.2761,0.4282,0.1255,0.0424,0.0386,0.0401,0.0397,0.0403,0.0405,0.0402,0.0406,0.0406,0.0405,0.0408,0.0406,0.0404,0.0406,0.0407,0.041,0.0405,0.0411,0.041,0.0407
,,,,,,,,,,,,,,,,,,,,,,,
ipRGC-Influenced Responses to Light,,,,,,,,,,,,,,,,,,,,,,,
Lsc [W/(sr*sqm)],7.26E-07,3.24E-07,4.89E-08,3.60E-03,1.55E-02,2.02E-02,2.53E-02,3.03E-02,3.53E-02,4.04E-02,4.56E-02,5.04E-02,5.58E-02,6.09E-02,6.58E-02,7.11E-02,7.62E-02,8.12E-02,8.66E-02,9.13E-02,9.64E-02,1.01E-01,1.00E-01
Lmc [W/(sr*sqm)],1.13E-06,1.44E-06,1.94E-08,1.06E-03,4.27E-03,5.71E-03,7.15E-03,8.62E-03,1.01E-02,1.15E-02,1.31E-02,1.45E-02,1.60E-02,1.75E-02,1.89E-02,2.04E-02,2.19E-02,2.34E-02,2.50E-02,2.63E-02,2.79E-02,2.92E-02,2.90E-02
Llc [W/(sr*sqm)],9.20E-07,1.77E-06,1.73E-08,6.14E-04,2.44E-03,3.28E-03,4.09E-03,4.93E-03,5.80E-03,6.59E-03,7.50E-03,8.30E-03,9.17E-03,1.01E-02,1.09E-02,1.17E-02,1.26E-02,1.34E-02,1.44E-02,1.50E-02,1.60E-02,1.68E-02,1.66E-02
Lrh [W/(sr*sqm)],1.73E-06,1.25E-06,3.37E-08,2.81E-03,1.16E-02,1.54E-02,1.93E-02,2.31E-02,2.71E-02,3.10E-02,3.50E-02,3.88E-02,4.30E-02,4.69E-02,5.08E-02,5.48E-02,5.88E-02,6.27E-02,6.69E-02,7.05E-02,7.46E-02,7.81E-02,7.78E-02
Lmel [W/(sr*sqm)],1.79E-06,9.86E-07,3.45E-08,3.45E-03,1.43E-02,1.89E-02,2.37E-02,2.85E-02,3.33E-02,3.81E-02,4.31E-02,4.78E-02,5.29E-02,5.78E-02,6.25E-02,6.75E-02,7.24E-02,7.72E-02,8.24E-02,8.68E-02,9.18E-02,9.61E-02,9.58E-02
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Wavelength [nm],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)]
380,0.00E+00,6.32E-08,0.00E+00,2.25E-07,0.00E+00,1.15E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.27E-07,0.00E+00,0.00E+00,1.89E-07,2.05E-07,0.00E+00,1.03E-07,0.00E+00,0.00E+00,6.69E-06,0.00E+00,0.00E+00,0.00E+00
381,0.00E+00,2.72E-08,0.00E+00,1.36E-08,0.00E+00,4.39E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E-07,3.32E-06,0.00E+00,3.31E-07,5.00E-08,3.35E-07,0.00E+00,0.00E+00,2.03E-07,2.26E-06,0.00E+00,0.00E+00,0.00E+00
382,0.00E+00,0.00E+00,0.00E+00,3.05E-07,0.00E+00,3.10E-08,0.00E+00,0.00E+00,3.10E-07,0.00E+00,7.80E-09,2.35E-07,0.00E+00,2.01E-08,0.00E+00,1.85E-06,0.00E+00,0.00E+00,1.44E-08,5.88E-06,2.73E-07,0.00E+00,0.00E+00
383,4.65E-08,0.00E+00,0.00E+00,1.26E-06,0.00E+00,1.13E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.51E-07,5.78E-06,0.00E+00,0.00E+00,1.97E-07,3.05E-06,3.08E-08,4.31E-07,0.00E+00,2.33E-07,3.88E-08,0.00E+00,0.00E+00
384,1.66E-08,1.66E-08,0.00E+00,1.18E-06,0.00E+00,1.54E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.45E-07,6.10E-07,5.02E-08,0.00E+00,7.38E-07,4.81E-07,1.48E-07,1.46E-06,0.00E+00,8.31E-08,1.86E-07,0.00E+00,0.00E+00
385,2.43E-08,2.43E-08,0.00E+00,1.23E-06,0.00E+00,2.55E-07,0.00E+00,0.00E+00,1.04E-07,0.00E+00,3.28E-06,9.64E-07,1.51E-07,0.00E+00,2.78E-06,1.99E-07,0.00E+00,6.43E-06,0.00E+00,1.21E-07,0.00E+00,0.00E+00,0.00E+00
386,0.00E+00,0.00E+00,0.00E+00,6.58E-07,0.00E+00,1.66E-08,0.00E+00,0.00E+00,5.81E-08,0.00E+00,2.72E-06,4.04E-08,4.32E-08,1.15E-07,3.42E-06,5.70E-08,0.00E+00,3.34E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
387,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.76E-08,3.09E-07,2.65E-06,2.44E-07,0.00E+00,1.73E-08,3.05E-06,0.00E+00,5.52E-07,4.75E-06,2.08E-07,2.16E-07,0.00E+00,0.00E+00,0.00E+00
388,1.29E-07,0.00E+00,0.00E+00,3.98E-09,0.00E+00,4.99E-08,0.00E+00,0.00E+00,5.21E-07,0.00E+00,2.26E-07,0.00E+00,0.00E+00,2.69E-08,0.00E+00,0.00E+00,0.00E+00,5.99E-07,0.00E+00,0.00E+00,4.63E-07,0.00E+00,2.44E-07
389,0.00E+00,0.00E+00,0.00E+00,4.62E-08,0.00E+00,5.90E-08,0.00E+00,8.82E-08,2.18E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.27E-07,0.00E+00,1.52E-07,0.00E+00,0.00E+00,0.00E+00,1.27E-07,0.00E+00,0.00E+00,7.22E-08
390,0.00E+00,0.00E+00,0.00E+00,4.54E-08,0.00E+00,1.62E-07,2.99E-08,1.68E-07,1.85E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.74E-07,1.80E-07,0.00E+00,1.02E-07,2.43E-07,1.48E-06,1.19E-07,1.38E-07
391,0.00E+00,2.95E-08,0.00E+00,1.54E-08,0.00E+00,3.58E-08,2.18E-08,0.00E+00,2.49E-06,0.00E+00,2.24E-06,8.33E-08,0.00E+00,0.00E+00,1.08E-07,6.16E-08,5.09E-07,0.00E+00,3.60E-07,0.00E+00,4.25E-06,8.73E-08,0.00E+00
392,1.14E-07,6.88E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.82E-06,0.00E+00,5.24E-07,1.27E-07,0.00E+00,2.58E-07,3.06E-07,0.00E+00,8.80E-08,3.54E-07,6.65E-08,0.00E+00,7.92E-06,0.00E+00,0.00E+00
393,1.74E-09,4.58E-08,0.00E+00,4.40E-08,0.00E+00,0.00E+00,0.00E+00,7.63E-08,8.94E-08,1.25E-08,5.03E-06,9.85E-09,0.00E+00,1.49E-07,3.23E-07,2.09E-08,0.00E+00,2.04E-07,0.00E+00,1.75E-08,5.45E-06,0.00E+00,0.00E+00
394,3.50E-08,3.50E-08,0.00E+00,0.00E+00,2.08E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.51E-07,2.05E-06,6.39E-07,0.00E+00,0.00E+00,0.00E+00,4.19E-07,0.00E+00,0.00E+00,0.00E+00,3.50E-07,1.88E-07,0.00E+00,0.00E+00
395,0.00E+00,0.00E+00,0.00E+00,3.78E-08,5.21E-08,2.19E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.45E-06,1.10E-06,5.72E-08,0.00E+00,0.00E+00,0.00E+00,8.06E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
396,2.75E-08,5.50E-08,0.00E+00,6.24E-08,0.00E+00,2.02E-08,1.17E-07,0.00E+00,1.29E-06,0.00E+00,5.17E-06,2.49E-06,5.27E-08,0.00E+00,0.00E+00,2.19E-07,3.09E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
397,8.85E-09,1.77E-08,0.00E+00,8.85E-09,0.00E+00,0.00E+00,3.75E-08,0.00E+00,1.66E-06,0.00E+00,1.21E-06,2.74E-06,0.00E+00,0.00E+00,0.00E+00,7.05E-08,2.29E-07,0.00E+00,1.75E-07,0.00E+00,1.94E-07,6.13E-07,4.10E-07
398,4.48E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.37E-06,1.07E-07,4.70E-06,2.79E-06,0.00E+00,3.03E-07,4.93E-07,3.57E-07,9.63E-10,0.00E+00,1.09E-09,0.00E+00,2.42E-07,3.83E-09,2.56E-09
399,0.00E+00,0.00E+00,0.00E+00,1.69E-08,0.00E+00,2.94E-08,0.00E+00,5.86E-08,2.90E-06,0.00E+00,1.65E-06,0.00E+00,2.55E-08,4.58E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.08E-08,4.12E-06,4.54E-08,1.95E-06,0.00E+00
400,0.00E+00,1.73E-08,0.00E+00,4.02E-07,0.00E+00,9.86E-08,0.00E+00,1.96E-07,2.37E-06,0.00E+00,1.82E-06,3.17E-06,2.42E-07,1.59E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.37E-07,4.85E-06,4.31E-07,3.04E-06,0.00E+00
401,0.00E+00,1.95E-08,2.59E-08,3.90E-07,0.00E+00,1.20E-07,0.00E+00,0.00E+00,2.72E-06,0.00E+00,2.99E-06,4.75E-06,3.33E-07,1.54E-07,0.00E+00,1.03E-07,0.00E+00,1.20E-07,1.25E-07,3.60E-06,3.14E-07,6.29E-06,0.00E+00
402,0.00E+00,0.00E+00,1.07E-08,4.49E-07,0.00E+00,4.98E-08,0.00E+00,0.00E+00,1.43E-06,0.00E+00,5.63E-07,1.36E-06,6.49E-08,3.63E-08,0.00E+00,4.28E-08,1.47E-07,5.82E-06,5.19E-08,4.80E-06,0.00E+00,2.61E-06,0.00E+00
403,0.00E+00,0.00E+00,0.00E+00,7.01E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.03E-07,0.00E+00,2.40E-06,5.19E-08,0.00E+00,2.36E-06,1.60E-07,1.74E-07,8.70E-09,4.78E-06,0.00E+00,2.65E-06,2.57E-06,3.69E-06,0.00E+00
404,0.00E+00,0.00E+00,0.00E+00,6.22E-07,0.00E+00,5.99E-08,0.00E+00,0.00E+00,2.07E-06,9.16E-08,1.52E-06,6.42E-06,0.00E+00,2.84E-06,2.87E-07,1.53E-07,5.66E-08,3.62E-06,1.85E-07,5.98E-07,6.35E-06,2.37E-06,0.00E+00
405,0.00E+00,0.00E+00,0.00E+00,2.24E-07,1.54E-08,8.69E-08,0.00E+00,0.00E+00,3.01E-06,0.00E+00,3.13E-06,2.03E-06,1.11E-06,3.95E-06,1.45E-06,0.00E+00,2.54E-07,2.70E-06,1.78E-06,2.84E-06,5.92E-06,7.95E-06,0.00E+00
406,0.00E+00,0.00E+00,0.00E+00,4.55E-08,2.13E-08,1.09E-07,0.00E+00,4.21E-08,1.26E-06,0.00E+00,4.21E-06,3.89E-06,5.35E-06,2.36E-06,4.21E-06,0.00E+00,0.00E+00,3.35E-06,5.04E-06,1.43E-06,5.14E-06,6.07E-06,1.38E-07
407,0.00E+00,0.00E+00,0.00E+00,1.26E-08,0.00E+00,4.39E-08,1.42E-07,1.96E-07,4.10E-07,0.00E+00,2.26E-06,1.71E-06,8.25E-06,3.80E-06,1.62E-06,4.00E-07,2.85E-07,3.57E-06,7.00E-06,6.31E-07,2.03E-06,3.61E-06,7.16E-08
408,0.00E+00,0.00E+00,0.00E+00,4.25E-08,0.00E+00,0.00E+00,1.58E-08,1.94E-08,0.00E+00,2.03E-07,2.34E-06,6.00E-07,3.27E-06,6.17E-07,2.81E-06,8.18E-06,2.13E-07,7.93E-07,3.30E-06,2.55E-06,5.38E-06,8.80E-06,0.00E+00
409,0.00E+00,4.12E-08,0.00E+00,0.00E+00,9.80E-08,3.63E-08,3.69E-08,2.72E-08,2.65E-07,1.97E-07,0.00E+00,4.84E-06,4.10E-06,3.76E-06,1.51E-07,2.22E-06,3.69E-06,4.97E-06,3.52E-06,4.91E-06,5.76E-06,8.74E-06,5.93E-07
410,0.00E+00,0.00E+00,0.00E+00,2.26E-07,9.60E-08,5.33E-07,2.26E-07,1.14E-06,2.80E-06,0.00E+00,6.29E-07,1.90E-06,5.11E-07,1.00E-06,1.35E-06,3.63E-06,2.24E-06,2.49E-06,9.06E-06,8.56E-06,6.17E-06,8.26E-06,5.79E-06
411,0.00E+00,0.00E+00,0.00E+00,6.39E-07,0.00E+00,1.75E-06,8.05E-07,1.58E-06,3.24E-06,0.00E+00,1.91E-06,1.35E-06,2.27E-06,3.09E-06,2.18E-06,3.63E-07,2.62E-06,8.25E-06,6.95E-06,6.84E-06,5.76E-06,3.23E-06,6.35E-06
412,0.00E+00,0.00E+00,9.46E-08,1.52E-06,3.22E-06,2.88E-06,3.70E-06,7.05E-06,4.21E-06,7.53E-08,2.95E-06,5.46E-06,6.41E-06,1.86E-06,5.33E-06,1.67E-07,1.55E-06,5.81E-06,6.43E-06,6.32E-06,1.01E-05,1.48E-05,3.89E-06
413,0.00E+00,0.00E+00,1.54E-08,1.51E-06,5.24E-07,1.98E-06,1.38E-06,3.66E-06,2.02E-06,3.01E-07,1.87E-06,7.55E-07,2.24E-06,3.43E-06,6.93E-06,1.12E-06,6.35E-06,7.44E-06,1.00E-05,8.40E-06,3.57E-06,3.75E-06,1.72E-06
414,0.00E+00,0.00E+00,0.00E+00,4.65E-07,3.07E-06,1.46E-06,1.11E-06,3.03E-07,4.34E-06,1.12E-06,1.89E-06,3.46E-06,5.17E-06,2.51E-06,5.13E-06,3.76E-06,3.40E-06,6.76E-06,1.06E-05,1.01E-05,9.88E-06,6.75E-06,2.90E-06
415,0.00E+00,0.00E+00,0.00E+00,7.36E-07,3.89E-07,1.81E-06,6.43E-07,4.42E-06,4.73E-06,2.74E-06,4.45E-06,7.14E-06,5.35E-06,4.16E-06,5.22E-06,7.27E-06,7.20E-06,8.98E-06,9.00E-06,1.34E-05,1.12E-05,5.79E-06,5.41E-06
416,0.00E+00,2.08E-08,0.00E+00,7.07E-07,6.82E-07,3.64E-06,2.46E-06,5.39E-06,3.36E-06,3.93E-06,6.31E-06,4.39E-06,7.71E-06,6.23E-06,6.75E-06,7.50E-06,7.55E-06,1.06E-05,1.44E-05,1.22E-05,1.09E-05,7.60E-06,8.96E-06
417,0.00E+00,1.47E-08,0.00E+00,3.20E-07,2.43E-06,4.53E-06,1.81E-06,5.09E-06,3.80E-06,9.08E-07,3.36E-06,3.74E-06,7.96E-06,4.59E-06,1.11E-05,9.33E-06,6.45E-06,1.29E-05,1.53E-05,1.04E-05,1.48E-05,7.32E-06,6.37E-06
418,0.00E+00,0.00E+00,0.00E+00,1.53E-06,2.59E-06,4.25E-06,3.50E-06,1.86E-06,4.65E-06,5.55E-06,8.46E-06,6.58E-06,8.40E-06,8.95E-06,1.16E-05,1.39E-05,3.53E-06,5.61E-06,1.34E-05,1.10E-05,1.80E-05,6.00E-06,1.07E-05
419,4.50E-09,0.00E+00,0.00E+00,9.74E-07,3.15E-06,4.90E-06,3.70E-06,4.49E-06,8.53E-06,5.90E-06,1.07E-05,7.10E-06,8.78E-06,9.23E-06,1.14E-05,1.33E-05,9.11E-06,1.37E-05,1.56E-05,1.27E-05,1.31E-05,1.45E-05,1.43E-05
420,6.34E-08,0.00E+00,0.00E+00,1.11E-06,2.84E-06,3.57E-06,2.53E-06,5.00E-06,6.65E-06,5.13E-06,9.21E-06,6.33E-06,9.43E-06,9.01E-06,1.07E-05,6.70E-06,1.03E-05,1.71E-05,1.86E-05,1.68E-05,1.56E-05,1.04E-05,1.38E-05
421,0.00E+00,0.00E+00,0.00E+00,6.22E-07,2.99E-06,2.27E-06,3.99E-06,5.68E-06,5.61E-06,5.85E-06,8.89E-06,8.93E-06,1.35E-05,1.18E-05,1.50E-05,1.14E-05,1.61E-05,1.82E-05,1.44E-05,1.93E-05,1.78E-05,1.64E-05,1.99E-05
422,0.00E+00,0.00E+00,0.00E+00,1.14E-06,2.33E-06,2.23E-06,7.52E-06,7.11E-06,6.94E-06,7.84E-06,1.22E-05,1.03E-05,1.28E-05,1.39E-05,1.41E-05,1.42E-05,1.54E-05,2.10E-05,1.66E-05,2.16E-05,1.93E-05,1.86E-05,2.05E-05
423,0.00E+00,0.00E+00,0.00E+00,2.35E-06,3.96E-06,5.33E-06,7.72E-06,7.86E-06,9.55E-06,7.25E-06,1.10E-05,1.72E-05,1.85E-05,1.30E-05,1.90E-05,1.32E-05,1.64E-05,2.11E-05,2.19E-05,2.51E-05,2.74E-05,2.15E-05,2.54E-05
424,0.00E+00,1.08E-09,0.00E+00,1.39E-06,5.04E-06,7.52E-06,5.30E-06,8.08E-06,1.04E-05,1.13E-05,1.50E-05,1.06E-05,2.07E-05,1.73E-05,2.15E-05,2.07E-05,2.20E-05,2.45E-05,2.51E-05,3.08E-05,2.72E-05,2.89E-05,2.54E-05
425,0.00E+00,3.06E-08,0.00E+00,1.15E-06,6.37E-06,7.38E-06,9.13E-06,1.07E-05,1.22E-05,1.38E-05,1.52E-05,1.62E-05,2.14E-05,1.97E-05,2.60E-05,2.37E-05,3.02E-05,2.74E-05,3.50E-05,3.21E-05,3.37E-05,3.85E-05,3.32E-05
426,0.00E+00,1.61E-08,0.00E+00,1.72E-06,6.07E-06,1.08E-05,1.22E-05,1.54E-05,1.60E-05,1.48E-05,1.97E-05,1.91E-05,2.49E-05,2.69E-05,3.03E-05,3.06E-05,3.23E-05,3.60E-05,4.09E-05,3.73E-05,4.23E-05,4.05E-05,3.96E-05
427,0.00E+00,1.44E-08,0.00E+00,2.45E-06,9.36E-06,1.23E-05,1.38E-05,1.95E-05,1.82E-05,1.83E-05,2.55E-05,2.35E-05,2.92E-05,3.05E-05,3.66E-05,3.41E-05,4.08E-05,3.90E-05,4.44E-05,4.57E-05,5.21E-05,4.52E-05,5.42E-05
428,0.00E+00,0.00E+00,2.95E-08,1.88E-06,8.84E-06,1.47E-05,1.57E-05,2.05E-05,2.35E-05,2.47E-05,2.73E-05,3.10E-05,3.17E-05,3.27E-05,4.24E-05,3.89E-05,4.83E-05,4.75E-05,5.12E-05,5.28E-05,5.98E-05,5.56E-05,5.52E-05
429,0.00E+00,3.59E-08,0.00E+00,3.31E-06,1.44E-05,1.99E-05,2.02E-05,2.18E-05,2.57E-05,3.11E-05,3.56E-05,3.23E-05,4.41E-05,4.39E-05,4.88E-05,4.86E-05,5.55E-05,5.79E-05,6.19E-05,6.72E-05,6.95E-05,6.96E-05,7.05E-05
430,0.00E+00,0.00E+00,0.00E+00,2.83E-06,1.62E-05,1.87E-05,2.26E-05,2.64E-05,3.13E-05,3.49E-05,4.05E-05,4.24E-05,5.17E-05,4.86E-05,5.63E-05,5.99E-05,6.73E-05,6.93E-05,7.56E-05,7.53E-05,8.31E-05,8.32E-05,8.06E-05
431,0.00E+00,0.00E+00,0.00E+00,4.62E-06,1.92E-05,2.30E-05,2.56E-05,3.33E-05,3.65E-05,4.05E-05,4.78E-05,5.07E-05,5.82E-05,6.04E-05,7.15E-05,7.09E-05,8.08E-05,8.00E-05,8.84E-05,8.90E-05,1.01E-04,9.93E-05,9.88E-05
432,0.00E+00,0.00E+00,0.00E+00,4.84E-06,2.40E-05,2.99E-05,3.22E-05,4.09E-05,4.31E-05,4.74E-05,5.75E-05,5.61E-05,6.74E-05,7.57E-05,8.46E-05,8.56E-05,9.24E-05,9.85E-05,1.01E-04,1.09E-04,1.21E-04,1.21E-04,1.21E-04
433,5.44E-08,0.00E+00,0.00E+00,5.14E-06,2.72E-05,3.37E-05,4.18E-05,4.70E-05,5.37E-05,6.01E-05,6.68E-05,6.70E-05,8.34E-05,9.20E-05,9.64E-05,1.05E-04,1.10E-04,1.20E-04,1.29E-04,1.29E-04,1.45E-04,1.47E-04,1.40E-04
434,3.35E-08,0.00E+00,0.00E+00,6.24E-06,3.17E-05,3.85E-05,4.73E-05,5.37E-05,6.47E-05,7.00E-05,7.78E-05,8.20E-05,9.95E-05,1.05E-04,1.14E-04,1.25E-04,1.32E-04,1.40E-04,1.49E-04,1.57E-04,1.66E-04,1.65E-04,1.69E-04
435,0.00E+00,0.00E+00,0.00E+00,7.56E-06,3.72E-05,4.74E-05,5.59E-05,6.38E-05,7.34E-05,8.76E-05,9.34E-05,1.06E-04,1.15E-04,1.26E-04,1.37E-04,1.45E-04,1.51E-04,1.68E-04,1.80E-04,1.88E-04,1.98E-04,2.05E-04,2.01E-04
436,0.00E+00,0.00E+00,0.00E+00,8.72E-06,4.39E-05,5.63E-05,6.69E-05,7.93E-05,9.18E-05,1.02E-04,1.16E-04,1.22E-04,1.38E-04,1.53E-04,1.66E-04,1.74E-04,1.89E-04,2.04E-04,2.13E-04,2.24E-04,2.36E-04,2.45E-04,2.40E-04
437,0.00E+00,0.00E+00,0.00E+00,1.03E-05,5.28E-05,6.91E-05,8.07E-05,9.23E-05,1.10E-04,1.24E-04,1.39E-04,1.54E-04,1.67E-04,1.84E-04,1.98E-04,2.12E-04,2.29E-04,2.42E-04,2.53E-04,2.65E-04,2.87E-04,2.97E-04,2.92E-04
438,0.00E+00,0.00E+00,0.00E+00,1.26E-05,6.16E-05,8.07E-05,9.99E-05,1.13E-04,1.29E-04,1.47E-04,1.61E-04,1.84E-04,2.02E-04,2.18E-04,2.37E-04,2.50E-04,2.72E-04,2.89E-04,2.97E-04,3.22E-04,3.40E-04,3.58E-04,3.50E-04
439,0.00E+00,0.00E+00,0.00E+00,1.54E-05,7.28E-05,9.52E-05,1.13E-04,1.34E-04,1.57E-04,1.79E-04,1.95E-04,2.19E-04,2.39E-04,2.62E-04,2.81E-04,3.00E-04,3.21E-04,3.45E-04,3.73E-04,3.82E-04,4.05E-04,4.22E-04,4.09E-04
440,4.73E-09,0.00E+00,0.00E+00,1.78E-05,8.68E-05,1.12E-04,1.35E-04,1.60E-04,1.80E-04,2.06E-04,2.33E-04,2.55E-04,2.87E-04,3.10E-04,3.34E-04,3.58E-04,3.80E-04,4.01E-04,4.31E-04,4.53E-04,4.85E-04,5.01E-04,4.91E-04
441,1.80E-08,0.00E+00,0.00E+00,2.10E-05,1.06E-04,1.32E-04,1.62E-04,1.86E-04,2.16E-04,2.43E-04,2.75E-04,3.03E-04,3.35E-04,3.65E-04,3.92E-04,4.25E-04,4.50E-04,4.78E-04,5.09E-04,5.41E-04,5.65E-04,5.97E-04,5.80E-04
442,0.00E+00,1.56E-08,0.00E+00,2.46E-05,1.22E-04,1.55E-04,1.91E-04,2.23E-04,2.57E-04,2.89E-04,3.28E-04,3.60E-04,3.96E-04,4.32E-04,4.63E-04,4.94E-04,5.31E-04,5.64E-04,6.00E-04,6.31E-04,6.66E-04,6.98E-04,6.76E-04
443,0.00E+00,2.76E-08,0.00E+00,2.85E-05,1.40E-04,1.81E-04,2.20E-04,2.60E-04,2.99E-04,3.43E-04,3.82E-04,4.20E-04,4.67E-04,5.00E-04,5.40E-04,5.82E-04,6.26E-04,6.72E-04,7.16E-04,7.43E-04,7.85E-04,8.21E-04,7.93E-04
444,2.63E-08,1.27E-09,0.00E+00,3.44E-05,1.68E-04,2.10E-04,2.61E-04,3.03E-04,3.50E-04,4.03E-04,4.52E-04,5.01E-04,5.46E-04,5.95E-04,6.47E-04,6.91E-04,7.39E-04,7.86E-04,8.41E-04,8.80E-04,9.30E-04,9.61E-04,9.37E-04
445,2.29E-08,0.00E+00,0.00E+00,3.99E-05,1.98E-04,2.45E-04,3.01E-04,3.55E-04,4.11E-04,4.64E-04,5.31E-04,5.77E-04,6.34E-04,6.93E-04,7.47E-04,7.98E-04,8.68E-04,9.08E-04,9.72E-04,1.02E-03,1.07E-03,1.13E-03,1.11E-03
