Device number: 1510507,,,,,,,,,,,,,,,,,,,,,,,
Name,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23
CCT [K],14539,3901,1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
Chrom. Coord. (CIE1931 2°),,,,,,,,,,,,,,,,,,,,,,,
x,0.2519,0.4315,0.176,0.0998,0.1032,0.102,0.1011,0.1006,0.0999,0.1002,0.1007,0.0995,0.0994,0.0999,0.0993,0.0996,0.099,0.0996,0.0989,0.0994,0.0988,0.099,0.0988
y,0.2845,0.5396,0.0885,0.1576,0.1471,0.1526,0.1553,0.1573,0.1577,0.1594,0.1603,0.1603,0.1611,0.1616,0.1616,0.1618,0.1618,0.1624,0.1626,0.163,0.1627,0.1634,0.1652
,,,,,,,,,,,,,,,,,,,,,,,
ipRGC-Influenced Responses to Light,,,,,,,,,,,,,,,,,,,,,,,
Lsc [W/(sr*sqm)],4.18E-07,6.82E-08,6.36E-07,2.44E-03,1.08E-02,1.47E-02,1.90E-02,2.30E-02,2.71E-02,3.14E-02,3.56E-02,3.97E-02,4.40E-02,4.83E-02,5.24E-02,5.64E-02,6.06E-02,6.49E-02,6.90E-02,7.32E-02,7.73E-02,8.10E-02,8.17E-02
Lmc [W/(sr*sqm)],4.58E-07,2.40E-06,2.07E-07,2.50E-03,1.03E-02,1.45E-02,1.92E-02,2.35E-02,2.79E-02,3.25E-02,3.71E-02,4.15E-02,4.62E-02,5.08E-02,5.52E-02,5.94E-02,6.40E-02,6.87E-02,7.32E-02,7.78E-02,8.21E-02,8.64E-02,8.80E-02
Llc [W/(sr*sqm)],4.63E-07,3.03E-06,1.70E-07,1.55E-03,6.36E-03,8.98E-03,1.19E-02,1.46E-02,1.72E-02,2.02E-02,2.31E-02,2.57E-02,2.87E-02,3.15E-02,3.42E-02,3.69E-02,3.97E-02,4.27E-02,4.54E-02,4.83E-02,5.09E-02,5.36E-02,5.47E-02
Lrh [W/(sr*sqm)],4.75E-07,8.22E-07,3.71E-07,5.10E-03,2.13E-02,2.97E-02,3.91E-02,4.78E-02,5.68E-02,6.60E-02,7.53E-02,8.42E-02,9.37E-02,1.03E-01,1.12E-01,1.20E-01,1.30E-01,1.39E-01,1.48E-01,1.57E-01,1.66E-01,1.75E-01,1.78E-01
Lmel [W/(sr*sqm)],4.20E-07,3.62E-07,3.92E-07,5.88E-03,2.46E-02,3.44E-02,4.51E-02,5.51E-02,6.54E-02,7.60E-02,8.67E-02,9.69E-02,1.08E-01,1.18E-01,1.29E-01,1.38E-01,1.49E-01,1.60E-01,1.70E-01,1.81E-01,1.91E-01,2.01E-01,2.04E-01
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Wavelength [nm],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)]
380,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.24E-08,8.93E-08,0.00E+00,0.00E+00,8.74E-08,1.91E-07,0.00E+00,1.80E-07,1.39E-06,1.42E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.54E-07,0.00E+00
381,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.98E-08,0.00E+00,0.00E+00,0.00E+00,3.77E-08,8.25E-08,0.00E+00,0.00E+00,6.01E-07,6.13E-08,0.00E+00,0.00E+00,0.00E+00,4.61E-07,0.00E+00,8.63E-08,0.00E+00
382,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.75E-07,0.00E+00,1.87E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.08E-07,2.29E-07,0.00E+00,0.00E+00,0.00E+00,3.26E-08,0.00E+00,0.00E+00,0.00E+00
383,0.00E+00,0.00E+00,1.77E-06,0.00E+00,0.00E+00,0.00E+00,2.11E-08,1.73E-07,0.00E+00,0.00E+00,2.58E-07,1.41E-07,0.00E+00,2.68E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.61E-06,0.00E+00,1.19E-06,0.00E+00
384,0.00E+00,3.32E-08,1.08E-06,0.00E+00,0.00E+00,0.00E+00,1.01E-07,2.42E-06,0.00E+00,7.77E-08,0.00E+00,0.00E+00,0.00E+00,1.29E-07,0.00E+00,0.00E+00,0.00E+00,8.21E-08,0.00E+00,2.28E-06,0.00E+00,6.55E-06,0.00E+00
385,0.00E+00,4.86E-08,1.41E-06,0.00E+00,0.00E+00,0.00E+00,3.76E-08,4.50E-06,0.00E+00,1.14E-07,0.00E+00,0.00E+00,0.00E+00,9.55E-08,5.36E-06,2.31E-07,0.00E+00,1.20E-07,0.00E+00,3.06E-06,0.00E+00,6.60E-06,0.00E+00
386,3.40E-08,0.00E+00,4.72E-07,0.00E+00,0.00E+00,0.00E+00,2.09E-08,1.28E-06,0.00E+00,0.00E+00,2.83E-07,0.00E+00,0.00E+00,5.32E-08,4.49E-06,1.29E-07,0.00E+00,0.00E+00,0.00E+00,5.60E-06,0.00E+00,2.99E-06,0.00E+00
387,5.10E-09,0.00E+00,1.04E-06,0.00E+00,0.00E+00,0.00E+00,6.31E-08,9.41E-09,0.00E+00,0.00E+00,4.24E-08,0.00E+00,0.00E+00,0.00E+00,4.55E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.39E-07,0.00E+00,3.01E-06,0.00E+00
388,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.29E-07,0.00E+00,0.00E+00,2.82E-06,0.00E+00,0.00E+00,2.51E-06,2.41E-08,1.31E-08,0.00E+00,0.00E+00,4.06E-07,0.00E+00,0.00E+00,0.00E+00,3.92E-07,0.00E+00,5.45E-07,2.80E-07
389,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.90E-06,0.00E+00,0.00E+00,1.28E-07,2.42E-07,1.11E-07,0.00E+00,5.10E-08,1.51E-07,0.00E+00,0.00E+00,0.00E+00,5.40E-06,0.00E+00,0.00E+00,0.00E+00
390,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.03E-06,0.00E+00,0.00E+00,6.72E-08,1.38E-07,0.00E+00,0.00E+00,2.67E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.54E-06,0.00E+00,0.00E+00,0.00E+00
391,0.00E+00,0.00E+00,2.95E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.31E-06,0.00E+00,0.00E+00,8.17E-08,3.15E-07,1.95E-07,0.00E+00,1.24E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.86E-06,0.00E+00,0.00E+00,0.00E+00
392,0.00E+00,0.00E+00,6.88E-09,0.00E+00,3.82E-08,0.00E+00,5.58E-08,0.00E+00,0.00E+00,0.00E+00,1.91E-08,6.26E-08,4.54E-08,0.00E+00,3.06E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.42E-07,2.49E-07
393,4.40E-08,0.00E+00,3.49E-09,0.00E+00,6.98E-09,2.01E-09,0.00E+00,9.65E-09,0.00E+00,2.06E-07,0.00E+00,1.06E-08,1.15E-08,0.00E+00,0.00E+00,2.06E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.11E-08,5.16E-06
394,0.00E+00,0.00E+00,7.00E-08,0.00E+00,1.40E-07,4.02E-08,0.00E+00,2.32E-07,0.00E+00,0.00E+00,5.77E-08,9.38E-07,2.31E-07,3.87E-08,0.00E+00,1.58E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.22E-07,7.67E-06
395,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.61E-08,0.00E+00,4.42E-08,1.44E-07,3.88E-06,0.00E+00,9.69E-08,7.59E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.92E-06
396,2.75E-08,0.00E+00,2.75E-08,0.00E+00,3.30E-07,0.00E+00,8.05E-08,3.55E-07,0.00E+00,2.34E-07,0.00E+00,6.66E-06,0.00E+00,0.00E+00,1.80E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.51E-07,0.00E+00,0.00E+00,0.00E+00
397,4.50E-08,0.00E+00,8.85E-09,0.00E+00,1.59E-06,0.00E+00,2.37E-07,1.14E-07,0.00E+00,6.20E-08,2.00E-07,1.75E-06,0.00E+00,0.00E+00,3.55E-08,1.63E-07,0.00E+00,3.57E-07,0.00E+00,4.85E-08,0.00E+00,4.58E-07,0.00E+00
398,2.26E-10,0.00E+00,0.00E+00,0.00E+00,1.44E-06,0.00E+00,1.32E-09,5.78E-07,0.00E+00,0.00E+00,1.25E-09,2.73E-07,0.00E+00,0.00E+00,0.00E+00,6.06E-07,0.00E+00,2.23E-09,0.00E+00,4.91E-07,0.00E+00,2.86E-09,0.00E+00
399,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.82E-07,2.56E-08,2.79E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.02E-07,0.00E+00,0.00E+00,5.51E-08
400,3.45E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.27E-07,0.00E+00,0.00E+00,2.35E-07,1.38E-07,9.35E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.09E-07,2.97E-07
401,1.17E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.44E-07,0.00E+00,0.00E+00,0.00E+00,1.37E-07,0.00E+00,0.00E+00,0.00E+00,1.17E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.23E-07,1.27E-07
402,4.12E-07,0.00E+00,6.91E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.55E-07,0.00E+00,0.00E+00,9.57E-08,1.92E-06,1.14E-07,0.00E+00,0.00E+00,4.83E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
403,9.37E-07,0.00E+00,4.08E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.16E-07,0.00E+00,0.00E+00,1.26E-07,5.07E-07,6.74E-09,0.00E+00,1.75E-07,0.00E+00,0.00E+00,2.15E-07,0.00E+00,0.00E+00,0.00E+00,2.76E-07,0.00E+00
404,9.35E-07,0.00E+00,3.83E-08,0.00E+00,0.00E+00,0.00E+00,2.92E-08,1.22E-08,0.00E+00,1.55E-08,3.68E-08,3.48E-07,0.00E+00,0.00E+00,0.00E+00,2.03E-07,0.00E+00,5.68E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
405,2.38E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.31E-07,5.49E-08,0.00E+00,6.97E-08,1.65E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.34E-07,0.00E+00,0.00E+00,0.00E+00,8.43E-08,0.00E+00,1.95E-07,0.00E+00
406,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.35E-08,0.00E+00,9.02E-08,9.74E-08,1.09E-07,0.00E+00,0.00E+00,0.00E+00,1.16E-07,0.00E+00,3.19E-06,0.00E+00
407,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.40E-07,0.00E+00,4.69E-08,5.06E-08,5.68E-08,0.00E+00,1.65E-07,0.00E+00,0.00E+00,0.00E+00,2.16E-06,0.00E+00
408,0.00E+00,0.00E+00,4.25E-08,0.00E+00,8.50E-08,0.00E+00,0.00E+00,7.83E-08,0.00E+00,9.94E-08,4.35E-06,1.40E-07,0.00E+00,1.58E-07,0.00E+00,0.00E+00,1.99E-07,1.84E-08,0.00E+00,2.33E-07,0.00E+00,7.08E-06,2.77E-07
409,4.12E-08,0.00E+00,5.22E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.79E-07,0.00E+00,2.89E-07,3.82E-06,3.17E-08,2.57E-07,1.36E-07,7.22E-06,0.00E+00,0.00E+00,2.03E-07,0.00E+00,0.00E+00,0.00E+00,4.30E-07,6.81E-08
410,0.00E+00,0.00E+00,4.61E-08,0.00E+00,0.00E+00,0.00E+00,3.71E-07,0.00E+00,0.00E+00,3.30E-08,1.06E-06,1.94E-07,7.39E-07,1.99E-06,5.89E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.44E-06,4.17E-07
411,0.00E+00,0.00E+00,2.28E-08,0.00E+00,5.47E-07,0.00E+00,1.93E-06,0.00E+00,0.00E+00,1.07E-07,2.52E-07,1.38E-07,4.44E-06,3.48E-06,1.83E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-07,0.00E+00,2.60E-06,0.00E+00
412,0.00E+00,0.00E+00,6.31E-08,0.00E+00,6.82E-07,0.00E+00,3.86E-06,2.91E-07,0.00E+00,3.26E-08,3.65E-06,8.46E-08,4.28E-06,5.79E-06,0.00E+00,0.00E+00,0.00E+00,1.56E-07,6.71E-07,6.71E-07,0.00E+00,1.40E-06,0.00E+00
413,0.00E+00,0.00E+00,1.03E-08,0.00E+00,3.08E-06,0.00E+00,4.96E-07,4.74E-08,0.00E+00,0.00E+00,1.02E-06,4.88E-07,4.24E-06,8.12E-06,3.23E-07,0.00E+00,0.00E+00,2.54E-08,1.09E-07,1.63E-06,0.00E+00,9.77E-08,0.00E+00
414,0.00E+00,0.00E+00,4.14E-08,0.00E+00,0.00E+00,4.76E-08,3.20E-08,0.00E+00,0.00E+00,9.68E-08,7.10E-06,0.00E+00,1.37E-07,3.54E-06,0.00E+00,0.00E+00,0.00E+00,6.97E-07,0.00E+00,7.41E-06,0.00E+00,4.61E-08,5.87E-07
415,0.00E+00,0.00E+00,1.23E-08,0.00E+00,0.00E+00,0.00E+00,2.84E-07,0.00E+00,0.00E+00,0.00E+00,3.67E-06,0.00E+00,0.00E+00,5.02E-07,0.00E+00,5.53E-08,0.00E+00,2.86E-06,0.00E+00,5.33E-06,0.00E+00,4.89E-07,4.22E-07
416,0.00E+00,0.00E+00,2.35E-08,0.00E+00,2.08E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.99E-06,1.48E-06,1.26E-07,1.10E-06,3.28E-06,0.00E+00,1.06E-07,0.00E+00,4.48E-06,0.00E+00,4.90E-06,1.26E-07,1.49E-07,2.71E-07
417,0.00E+00,0.00E+00,2.89E-08,0.00E+00,1.47E-08,0.00E+00,1.69E-07,1.60E-07,0.00E+00,3.57E-06,8.14E-08,1.67E-06,3.74E-06,4.97E-06,0.00E+00,0.00E+00,0.00E+00,2.90E-06,0.00E+00,6.16E-06,8.94E-08,0.00E+00,2.08E-06
418,0.00E+00,0.00E+00,6.15E-09,0.00E+00,6.30E-07,0.00E+00,4.70E-07,3.40E-08,1.58E-07,2.45E-06,4.11E-06,5.73E-06,7.60E-06,9.84E-07,5.80E-06,0.00E+00,0.00E+00,1.31E-06,1.97E-07,5.73E-07,0.00E+00,0.00E+00,8.85E-06
419,0.00E+00,0.00E+00,4.50E-09,0.00E+00,1.56E-06,0.00E+00,9.59E-07,0.00E+00,9.57E-09,0.00E+00,2.69E-06,3.98E-06,5.37E-06,7.58E-06,2.50E-06,2.03E-08,0.00E+00,1.63E-06,3.59E-08,2.80E-06,2.48E-07,2.85E-08,6.64E-06
420,0.00E+00,0.00E+00,6.34E-08,0.00E+00,1.70E-06,0.00E+00,9.28E-08,0.00E+00,1.35E-07,0.00E+00,4.77E-06,3.94E-06,1.44E-06,5.25E-06,3.56E-06,3.33E-07,0.00E+00,1.24E-06,5.62E-07,2.71E-06,1.27E-07,1.13E-06,5.21E-06
421,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.04E-06,0.00E+00,1.10E-06,1.01E-07,0.00E+00,0.00E+00,4.99E-07,0.00E+00,3.87E-06,3.89E-06,3.17E-06,1.04E-07,8.54E-08,2.05E-06,1.23E-07,3.26E-06,2.81E-07,4.05E-06,4.05E-06
422,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.47E-06,0.00E+00,3.04E-06,8.26E-08,1.11E-07,0.00E+00,1.14E-07,3.57E-06,1.49E-06,5.96E-06,5.88E-06,8.26E-07,6.98E-08,4.27E-06,1.39E-07,3.48E-06,3.50E-06,7.96E-06,5.07E-06
423,0.00E+00,0.00E+00,3.37E-08,0.00E+00,2.50E-06,0.00E+00,1.05E-06,0.00E+00,2.90E-08,0.00E+00,1.88E-08,4.40E-06,6.58E-06,3.72E-06,4.06E-06,8.86E-06,3.15E-07,1.94E-06,2.16E-07,1.96E-06,1.32E-06,1.55E-06,8.96E-06
424,3.88E-08,0.00E+00,1.41E-08,0.00E+00,1.86E-06,0.00E+00,2.39E-07,1.10E-07,0.00E+00,2.75E-07,3.16E-06,4.16E-06,4.83E-06,2.49E-06,1.81E-06,3.23E-06,0.00E+00,4.58E-06,2.53E-07,4.15E-06,6.08E-06,4.93E-07,2.91E-06
425,0.00E+00,0.00E+00,4.16E-07,0.00E+00,1.55E-06,0.00E+00,3.54E-06,3.10E-06,3.73E-08,4.61E-07,2.80E-06,1.22E-06,3.16E-06,6.44E-06,2.77E-06,4.38E-06,1.27E-06,5.75E-06,1.44E-06,4.56E-06,4.84E-06,8.98E-06,5.59E-06
426,0.00E+00,0.00E+00,6.10E-08,0.00E+00,1.87E-06,0.00E+00,8.95E-07,1.51E-06,1.64E-07,9.96E-07,5.91E-06,9.55E-07,3.70E-06,6.36E-06,1.54E-06,8.82E-06,5.20E-06,3.92E-06,4.30E-06,8.79E-06,3.04E-06,7.57E-06,6.90E-06
427,0.00E+00,0.00E+00,1.44E-08,2.29E-08,1.01E-06,0.00E+00,2.78E-06,3.08E-06,1.04E-06,1.66E-06,5.39E-06,6.11E-07,4.27E-06,5.30E-06,1.21E-06,4.78E-06,5.28E-06,6.40E-06,9.38E-06,1.10E-05,3.41E-06,7.27E-06,6.96E-06
428,0.00E+00,0.00E+00,0.00E+00,6.96E-09,1.91E-06,0.00E+00,6.01E-07,2.10E-06,2.06E-06,1.40E-06,3.34E-06,5.37E-06,3.07E-06,8.46E-06,2.13E-06,7.88E-06,7.56E-06,6.62E-06,2.09E-06,7.20E-06,7.58E-06,8.66E-06,1.24E-05
429,0.00E+00,0.00E+00,1.87E-10,0.00E+00,9.46E-07,1.69E-06,1.78E-08,4.52E-06,1.31E-06,1.86E-06,3.09E-06,4.27E-06,2.53E-06,6.88E-06,9.39E-06,7.48E-06,8.07E-06,8.35E-06,6.16E-06,1.01E-05,1.01E-05,1.21E-05,1.01E-05
430,7.14E-09,0.00E+00,2.84E-08,0.00E+00,2.30E-06,6.57E-07,3.88E-06,5.04E-06,2.30E-06,3.69E-06,2.68E-06,5.38E-06,7.00E-06,1.23E-05,6.64E-06,8.89E-06,4.58E-06,6.15E-06,9.11E-06,1.26E-05,1.22E-05,8.37E-06,1.83E-05
431,2.14E-08,0.00E+00,0.00E+00,0.00E+00,2.03E-06,1.97E-06,5.42E-06,5.95E-06,5.14E-06,4.89E-06,4.61E-06,5.26E-06,5.00E-06,7.10E-06,1.12E-05,8.65E-06,5.83E-06,1.40E-05,1.02E-05,1.26E-05,1.25E-05,1.08E-05,1.51E-05
432,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.67E-06,0.00E+00,4.21E-06,1.35E-06,5.34E-06,6.11E-06,6.54E-06,7.24E-06,7.59E-06,1.17E-05,1.02E-05,1.23E-05,1.15E-05,1.30E-05,1.27E-05,1.32E-05,1.54E-05,1.37E-05,1.25E-05
433,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.42E-06,2.82E-07,2.35E-06,3.11E-06,5.46E-06,1.14E-05,1.17E-05,9.72E-06,8.58E-06,1.30E-05,1.13E-05,1.14E-05,8.05E-06,1.47E-05,1.78E-05,1.38E-05,1.61E-05,1.40E-05,1.19E-05
434,3.26E-08,0.00E+00,6.53E-08,3.26E-08,1.76E-06,1.28E-06,4.94E-06,7.21E-06,4.73E-06,7.94E-06,8.66E-06,9.03E-06,5.71E-06,1.22E-05,7.75E-06,1.97E-05,1.06E-05,1.23E-05,1.78E-05,1.86E-05,1.29E-05,2.17E-05,1.93E-05
435,0.00E+00,0.00E+00,0.00E+00,5.04E-07,3.19E-06,3.71E-06,4.79E-06,6.88E-06,4.94E-06,1.02E-05,1.19E-05,1.08E-05,1.26E-05,1.29E-05,1.29E-05,1.51E-05,1.77E-05,1.66E-05,1.69E-05,1.80E-05,2.23E-05,2.21E-05,2.41E-05
436,0.00E+00,0.00E+00,0.00E+00,7.59E-07,3.86E-06,3.79E-06,6.99E-06,8.08E-06,7.69E-06,9.39E-06,1.20E-05,1.09E-05,1.56E-05,1.65E-05,1.65E-05,1.84E-05,1.88E-05,2.12E-05,2.34E-05,2.48E-05,2.33E-05,2.65E-05,2.35E-05
437,0.00E+00,0.00E+00,3.47E-08,5.57E-07,5.36E-06,4.37E-06,7.79E-06,1.16E-05,1.19E-05,1.06E-05,1.29E-05,1.74E-05,1.90E-05,2.05E-05,2.16E-05,2.21E-05,2.02E-05,2.33E-05,2.47E-05,2.82E-05,3.06E-05,2.81E-05,2.72E-05
438,0.00E+00,0.00E+00,1.35E-08,1.32E-06,5.89E-06,7.75E-06,6.84E-06,1.28E-05,1.23E-05,1.51E-05,1.68E-05,1.93E-05,2.01E-05,2.19E-05,2.54E-05,2.49E-05,2.71E-05,3.11E-05,2.63E-05,3.18E-05,3.33E-05,3.61E-05,3.31E-05
439,0.00E+00,0.00E+00,0.00E+00,1.37E-06,7.14E-06,8.41E-06,9.69E-06,1.23E-05,1.51E-05,1.79E-05,1.90E-05,1.65E-05,2.50E-05,2.50E-05,2.63E-05,2.89E-05,3.21E-05,3.22E-05,3.37E-05,3.92E-05,4.12E-05,3.80E-05,4.31E-05
440,0.00E+00,0.00E+00,0.00E+00,1.65E-06,7.63E-06,7.92E-06,1.24E-05,1.56E-05,1.51E-05,2.18E-05,2.53E-05,2.27E-05,2.59E-05,2.75E-05,3.36E-05,3.49E-05,3.58E-05,4.05E-05,3.95E-05,4.09E-05,4.33E-05,4.54E-05,4.63E-05
441,0.00E+00,0.00E+00,0.00E+00,1.97E-06,9.20E-06,1.19E-05,1.66E-05,1.94E-05,1.90E-05,2.35E-05,2.76E-05,2.97E-05,3.24E-05,3.33E-05,3.84E-05,3.94E-05,4.57E-05,4.78E-05,4.87E-05,5.47E-05,5.00E-05,5.60E-05,5.65E-05
442,1.56E-08,0.00E+00,0.00E+00,2.33E-06,1.17E-05,1.43E-05,1.76E-05,2.09E-05,2.58E-05,3.00E-05,3.13E-05,3.60E-05,3.62E-05,4.23E-05,4.57E-05,4.69E-05,5.30E-05,5.74E-05,6.10E-05,6.42E-05,6.25E-05,6.47E-05,6.66E-05
443,6.72E-09,0.00E+00,2.09E-08,2.30E-06,1.37E-05,1.72E-05,2.03E-05,2.45E-05,2.84E-05,3.37E-05,3.84E-05,4.22E-05,4.58E-05,4.92E-05,5.42E-05,6.17E-05,6.10E-05,6.82E-05,7.02E-05,7.72E-05,7.54E-05,7.73E-05,7.89E-05
444,2.63E-08,0.00E+00,1.27E-09,2.74E-06,1.53E-05,2.04E-05,2.73E-05,2.67E-05,3.26E-05,4.04E-05,4.15E-05,5.06E-05,5.31E-05,5.98E-05,6.53E-05,6.98E-05,7.36E-05,7.55E-05,7.84E-05,8.84E-05,9.17E-05,9.17E-05,9.35E-05
445,0.00E+00,0.00E+00,0.00E+00,3.42E-06,1.79E-05,2.38E-05,3.17E-05,3.64E-05,4.07E-05,4.72E-05,5.21E-05,5.39E-05,6.66E-05,7.01E-05,7.35E-05,7.99E-05,8.24E-05,9.32E-05,9.62E-05,1.05E-04,1.09E-04,1.11E-04,1.12E-04
