Device number: 1510507,,,,,,,,,,,,,,,,,,,,,,,
Name,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23
CCT [K],4539,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
Chrom. Coord. (CIE1931 2°),,,,,,,,,,,,,,,,,,,,,,,
x,0.3637,0.4558,0.2529,0.694,0.6941,0.6937,0.6938,0.6939,0.6935,0.6939,0.6939,0.6939,0.6938,0.6938,0.6938,0.6939,0.6939,0.6938,0.694,0.6939,0.694,0.6939,0.6936
y,0.3871,0.323,0.2252,0.3058,0.3058,0.3061,0.306,0.306,0.3062,0.306,0.306,0.306,0.306,0.306,0.3061,0.3059,0.3059,0.306,0.3059,0.306,0.3059,0.306,0.3061
,,,,,,,,,,,,,,,,,,,,,,,
ipRGC-Influenced Responses to Light,,,,,,,,,,,,,,,,,,,,,,,
Lsc [W/(sr*sqm)],4.95E-08,1.30E-07,4.14E-07,5.25E-07,4.89E-07,1.33E-06,6.18E-07,1.91E-07,9.67E-06,3.58E-07,2.73E-07,1.23E-06,2.71E-06,3.03E-06,2.20E-06,4.97E-06,1.17E-05,2.78E-06,1.00E-06,4.30E-07,1.29E-06,1.62E-06,2.83E-05
Lmc [W/(sr*sqm)],1.13E-07,2.72E-07,3.56E-07,1.47E-03,3.24E-03,4.35E-03,5.44E-03,6.53E-03,7.77E-03,8.76E-03,9.98E-03,1.11E-02,1.23E-02,1.34E-02,1.46E-02,1.57E-02,1.68E-02,1.81E-02,1.91E-02,2.02E-02,2.13E-02,2.24E-02,2.26E-02
Llc [W/(sr*sqm)],1.43E-07,4.15E-07,3.73E-07,7.54E-03,1.67E-02,2.22E-02,2.79E-02,3.35E-02,3.96E-02,4.50E-02,5.12E-02,5.68E-02,6.30E-02,6.87E-02,7.47E-02,8.04E-02,8.64E-02,9.25E-02,9.81E-02,1.04E-01,1.10E-01,1.15E-01,1.16E-01
Lrh [W/(sr*sqm)],5.05E-08,2.95E-07,4.31E-07,1.10E-04,2.42E-04,3.39E-04,4.10E-04,4.88E-04,6.20E-04,6.56E-04,7.46E-04,8.36E-04,9.25E-04,1.01E-03,1.10E-03,1.17E-03,1.26E-03,1.35E-03,1.43E-03,1.51E-03,1.59E-03,1.69E-03,1.74E-03
Lmel [W/(sr*sqm)],3.52E-08,2.60E-07,4.15E-07,1.57E-05,3.32E-05,5.25E-05,5.77E-05,6.64E-05,1.11E-04,8.96E-05,1.01E-04,1.18E-04,1.28E-04,1.40E-04,1.54E-04,1.62E-04,1.75E-04,1.87E-04,1.94E-04,2.07E-04,2.17E-04,2.36E-04,2.71E-04
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Wavelength [nm],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)]
380,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.44E-07,0.00E+00,0.00E+00,1.08E-07,3.09E-07,0.00E+00,0.00E+00,1.26E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
381,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.87E-07,0.00E+00,0.00E+00,9.09E-07,5.26E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.89E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
382,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.25E-07,1.04E-07,0.00E+00,0.00E+00,9.30E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.04E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.93E-07,0.00E+00
383,0.00E+00,0.00E+00,0.00E+00,4.65E-08,0.00E+00,4.18E-08,0.00E+00,0.00E+00,4.77E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
384,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.62E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.04E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
385,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.35E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.67E-07,0.00E+00,1.51E-07,0.00E+00,0.00E+00,0.00E+00,2.15E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00
386,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.49E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.20E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00
387,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.23E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
388,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.36E-08,0.00E+00,0.00E+00,0.00E+00,4.48E-07,0.00E+00,2.93E-07,2.96E-07,0.00E+00,3.37E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
389,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.15E-07,0.00E+00,0.00E+00,0.00E+00,6.61E-08,0.00E+00,2.09E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
390,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.63E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.26E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
391,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.48E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.07E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
392,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.32E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.16E-08,0.00E+00,2.38E-07,0.00E+00,2.83E-07,0.00E+00,6.39E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00
393,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.37E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.81E-08,2.57E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
394,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.28E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.64E-07,6.08E-08,0.00E+00,7.16E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
395,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.51E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.89E-08,0.00E+00,1.52E-07,0.00E+00,1.79E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
396,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.32E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.20E-08,6.15E-06,0.00E+00,3.43E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
397,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.13E-07,1.71E-08,0.00E+00,0.00E+00,1.24E-07,0.00E+00,3.12E-07,0.00E+00,1.98E-06,0.00E+00,1.10E-07,0.00E+00,5.36E-07,0.00E+00,0.00E+00,9.36E-07,3.37E-07,0.00E+00,0.00E+00
398,0.00E+00,0.00E+00,0.00E+00,4.48E-08,1.33E-09,2.34E-06,0.00E+00,0.00E+00,7.73E-10,0.00E+00,1.95E-09,0.00E+00,8.62E-06,0.00E+00,0.00E+00,0.00E+00,3.35E-09,3.51E-07,0.00E+00,5.85E-09,2.11E-09,0.00E+00,0.00E+00
399,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.90E-06,3.36E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
400,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.55E-08,3.40E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.98E-08,0.00E+00,0.00E+00,0.00E+00,2.56E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
401,0.00E+00,0.00E+00,0.00E+00,2.59E-08,2.87E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.01E-07,0.00E+00,0.00E+00,0.00E+00,2.89E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
402,0.00E+00,0.00E+00,0.00E+00,1.07E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.02E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
403,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.19E-08,0.00E+00,2.99E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
404,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.41E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.24E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
405,0.00E+00,0.00E+00,3.07E-08,0.00E+00,6.80E-08,2.97E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
406,0.00E+00,0.00E+00,4.25E-08,0.00E+00,9.40E-08,4.11E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.14E-07,1.26E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
407,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.87E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E-07,6.56E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
408,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.37E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.64E-07,0.00E+00,1.76E-08,0.00E+00,0.00E+00,0.00E+00,2.92E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
409,0.00E+00,4.12E-08,0.00E+00,8.23E-08,0.00E+00,3.03E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.87E-06,6.10E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.87E-08,0.00E+00,0.00E+00
410,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.85E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.38E-06,3.74E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.30E-07,0.00E+00,1.82E-06
411,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.01E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.56E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.13E-07,0.00E+00,5.67E-06
412,0.00E+00,3.15E-08,3.15E-08,0.00E+00,6.18E-08,6.09E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.31E-06
413,0.00E+00,5.14E-09,5.14E-09,0.00E+00,0.00E+00,9.93E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.37E-07,0.00E+00,0.00E+00,0.00E+00,6.53E-06
414,4.14E-08,0.00E+00,0.00E+00,1.09E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.25E-08,2.27E-08,2.50E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.50E-06
415,0.00E+00,0.00E+00,0.00E+00,9.72E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.39E-08,3.78E-07,2.02E-07,2.23E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.09E-06
416,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.01E-08,0.00E+00,5.66E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.22E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
417,0.00E+00,0.00E+00,0.00E+00,5.79E-08,0.00E+00,2.84E-08,0.00E+00,4.01E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.50E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
418,0.00E+00,3.71E-08,0.00E+00,4.94E-08,0.00E+00,1.43E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.20E-08,0.00E+00,4.62E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.37E-07
419,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
420,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.41E-08,6.08E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
421,0.00E+00,0.00E+00,1.83E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.60E-08,1.20E-07,1.35E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
422,0.00E+00,2.62E-08,1.49E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.93E-07,0.00E+00,1.53E-07,1.63E-07,5.40E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
423,0.00E+00,6.81E-09,6.74E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.20E-08,0.00E+00,3.97E-08,4.24E-08,3.72E-07,2.50E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
424,0.00E+00,0.00E+00,1.08E-09,0.00E+00,1.72E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.02E-07,6.32E-09,0.00E+00,8.01E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
425,0.00E+00,0.00E+00,3.94E-08,1.75E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.79E-07,0.00E+00,1.81E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
426,0.00E+00,0.00E+00,2.24E-08,4.49E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.63E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
427,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.83E-08,0.00E+00,0.00E+00,0.00E+00,2.38E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
428,0.00E+00,0.00E+00,0.00E+00,2.95E-08,0.00E+00,1.71E-07,0.00E+00,0.00E+00,2.38E-08,0.00E+00,1.27E-07,2.78E-07,5.33E-07,1.72E-07,0.00E+00,2.03E-07,0.00E+00,0.00E+00,2.47E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00
429,0.00E+00,0.00E+00,3.59E-08,3.74E-10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.10E-07,0.00E+00,2.52E-07,1.39E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.81E-09,0.00E+00
430,0.00E+00,0.00E+00,7.14E-09,6.39E-08,4.21E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.17E-08,0.00E+00,8.29E-07,2.11E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.75E-07,0.00E+00
431,0.00E+00,0.00E+00,2.14E-08,2.14E-08,1.26E-07,0.00E+00,0.00E+00,0.00E+00,4.83E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.90E-07,0.00E+00,3.42E-07,0.00E+00,1.11E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
432,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.05E-08,0.00E+00,0.00E+00,4.90E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.67E-07,0.00E+00,1.97E-07,0.00E+00,1.12E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.08E-07
433,0.00E+00,0.00E+00,5.44E-08,0.00E+00,0.00E+00,1.40E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.87E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.20E-08
434,0.00E+00,0.00E+00,8.99E-10,3.26E-08,0.00E+00,6.31E-08,0.00E+00,0.00E+00,0.00E+00,2.52E-07,0.00E+00,0.00E+00,0.00E+00,3.81E-07,0.00E+00,3.09E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
435,0.00E+00,1.75E-08,0.00E+00,2.60E-08,0.00E+00,1.13E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.26E-08,0.00E+00,8.64E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
436,0.00E+00,5.71E-08,0.00E+00,0.00E+00,0.00E+00,1.27E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.37E-07,0.00E+00,2.82E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
437,0.00E+00,0.00E+00,3.47E-08,0.00E+00,0.00E+00,9.86E-08,0.00E+00,4.73E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.01E-07,1.08E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
438,0.00E+00,0.00E+00,1.35E-08,0.00E+00,0.00E+00,4.42E-08,0.00E+00,1.83E-08,0.00E+00,0.00E+00,0.00E+00,2.15E-07,0.00E+00,3.93E-08,4.19E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
439,0.00E+00,0.00E+00,2.81E-08,0.00E+00,0.00E+00,1.73E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.42E-09,0.00E+00,1.64E-07,0.00E+00,0.00E+00,2.08E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
440,0.00E+00,0.00E+00,0.00E+00,7.14E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.76E-08,0.00E+00,0.00E+00,2.50E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
441,1.02E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.55E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.05E-07,0.00E+00,0.00E+00,3.97E-06,8.01E-08,0.00E+00,0.00E+00,9.54E-08,0.00E+00,0.00E+00
442,1.23E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.07E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.12E-08,0.00E+00,0.00E+00,3.01E-06,9.62E-08,0.00E+00,0.00E+00,1.15E-07,0.00E+00,0.00E+00
443,0.00E+00,0.00E+00,0.00E+00,2.09E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.09E-07,3.92E-08,0.00E+00,0.00E+00,7.75E-07,0.00E+00,0.00E+00,0.00E+00,3.90E-07,0.00E+00,2.08E-07
444,0.00E+00,0.00E+00,0.00E+00,1.27E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.61E-09,0.00E+00,0.00E+00,0.00E+00,4.72E-08,4.12E-07,0.00E+00,0.00E+00,2.37E-08,2.55E-07,1.26E-08
445,0.00E+00,0.00E+00,0.00E+00,2.69E-08,0.00E+00,1.57E-08,2.04E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.42E-07,3.14E-07,1.70E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
