Device number: 1510507,,,,,,,,,,,,,,,,,,,,,,,
Name,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23
CCT [K],0,0,3983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
Chrom. Coord. (CIE1931 2°),,,,,,,,,,,,,,,,,,,,,,,
x,0.2495,0.1968,0.3697,0.1903,0.1776,0.1799,0.1811,0.1811,0.1829,0.1825,0.1824,0.1824,0.183,0.1834,0.1832,0.1836,0.1837,0.1837,0.1837,0.1835,0.1834,0.184,0.1847
y,0.4942,0.2527,0.3353,0.7501,0.7497,0.7503,0.7503,0.7516,0.75,0.7512,0.7514,0.7512,0.7509,0.7506,0.7509,0.7506,0.7506,0.7507,0.7506,0.7511,0.7515,0.7505,0.7507
,,,,,,,,,,,,,,,,,,,,,,,
ipRGC-Influenced Responses to Light,,,,,,,,,,,,,,,,,,,,,,,
Lsc [W/(sr*sqm)],2.11E-07,2.28E-07,1.01E-07,7.43E-05,4.66E-04,6.53E-04,8.57E-04,1.03E-03,1.24E-03,1.42E-03,1.64E-03,1.84E-03,2.04E-03,2.25E-03,2.45E-03,2.64E-03,2.84E-03,3.04E-03,3.26E-03,3.42E-03,3.59E-03,3.84E-03,3.87E-03
Lmc [W/(sr*sqm)],8.68E-07,3.53E-07,2.04E-07,4.31E-03,2.12E-02,3.13E-02,4.18E-02,5.18E-02,6.23E-02,7.28E-02,8.41E-02,9.40E-02,1.05E-01,1.15E-01,1.26E-01,1.36E-01,1.46E-01,1.57E-01,1.68E-01,1.78E-01,1.88E-01,1.98E-01,2.04E-01
Llc [W/(sr*sqm)],8.06E-07,2.94E-07,2.59E-07,3.66E-03,1.77E-02,2.62E-02,3.51E-02,4.34E-02,5.23E-02,6.11E-02,7.06E-02,7.89E-02,8.78E-02,9.68E-02,1.06E-01,1.14E-01,1.23E-01,1.32E-01,1.41E-01,1.50E-01,1.58E-01,1.67E-01,1.72E-01
Lrh [W/(sr*sqm)],7.73E-07,5.88E-07,1.99E-07,3.69E-03,1.90E-02,2.78E-02,3.70E-02,4.57E-02,5.49E-02,6.41E-02,7.39E-02,8.26E-02,9.18E-02,1.01E-01,1.10E-01,1.19E-01,1.28E-01,1.38E-01,1.47E-01,1.56E-01,1.65E-01,1.74E-01,1.78E-01
Lmel [W/(sr*sqm)],5.95E-07,6.48E-07,1.91E-07,2.54E-03,1.35E-02,1.96E-02,2.60E-02,3.21E-02,3.85E-02,4.48E-02,5.17E-02,5.78E-02,6.42E-02,7.07E-02,7.72E-02,8.32E-02,8.96E-02,9.62E-02,1.03E-01,1.09E-01,1.15E-01,1.21E-01,1.24E-01
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Wavelength [nm],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)],Le [W/(sr*sqm*nm)]
380,3.16E-08,0.00E+00,0.00E+00,2.42E-08,9.45E-07,9.47E-08,0.00E+00,0.00E+00,4.38E-08,2.51E-07,0.00E+00,0.00E+00,9.76E-08,8.10E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
381,1.36E-08,0.00E+00,0.00E+00,0.00E+00,5.88E-07,8.29E-08,0.00E+00,0.00E+00,0.00E+00,8.62E-08,0.00E+00,0.00E+00,4.21E-08,0.00E+00,0.00E+00,0.00E+00,2.87E-06,3.67E-07,2.03E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00
382,0.00E+00,0.00E+00,0.00E+00,5.08E-08,9.25E-08,2.97E-09,1.97E-07,0.00E+00,0.00E+00,1.39E-06,0.00E+00,0.00E+00,0.00E+00,1.70E-07,0.00E+00,1.96E-07,3.45E-06,2.59E-08,1.44E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00
383,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.44E-06,4.32E-06,9.31E-09,0.00E+00,0.00E+00,1.85E-06,0.00E+00,0.00E+00,0.00E+00,7.00E-07,0.00E+00,0.00E+00,2.20E-06,0.00E+00,3.49E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00
384,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.99E-08,1.55E-06,4.47E-08,0.00E+00,0.00E+00,2.37E-06,0.00E+00,0.00E+00,0.00E+00,4.30E-06,0.00E+00,0.00E+00,3.02E-06,0.00E+00,1.68E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00
385,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.28E-08,9.95E-07,0.00E+00,0.00E+00,0.00E+00,1.54E-07,0.00E+00,0.00E+00,0.00E+00,3.87E-06,0.00E+00,0.00E+00,4.87E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
386,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.15E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.39E-06,0.00E+00,0.00E+00,1.10E-06,0.00E+00,1.65E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00
387,0.00E+00,4.31E-08,0.00E+00,0.00E+00,4.31E-08,4.31E-08,0.00E+00,0.00E+00,2.43E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.34E-06,0.00E+00,2.33E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00
388,0.00E+00,0.00E+00,0.00E+00,3.98E-09,3.98E-09,3.87E-07,1.11E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.11E-08,1.60E-07,0.00E+00,0.00E+00,1.66E-07,1.77E-06,0.00E+00,2.08E-07,2.18E-07,0.00E+00,0.00E+00,0.00E+00
389,1.27E-08,0.00E+00,0.00E+00,3.35E-08,3.35E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.32E-08,2.69E-06,1.28E-07,0.00E+00,1.42E-06,1.06E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.23E-08,0.00E+00
390,2.43E-08,0.00E+00,0.00E+00,0.00E+00,2.11E-08,0.00E+00,5.45E-08,6.35E-08,0.00E+00,0.00E+00,0.00E+00,1.18E-07,4.45E-06,3.85E-07,0.00E+00,2.79E-06,3.74E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.38E-07,0.00E+00
391,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.54E-08,2.95E-08,3.99E-08,4.64E-08,0.00E+00,0.00E+00,0.00E+00,8.59E-08,3.03E-06,1.03E-07,0.00E+00,1.73E-07,8.27E-07,0.00E+00,2.85E-07,1.50E-07,0.00E+00,0.00E+00,0.00E+00
392,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.88E-09,0.00E+00,0.00E+00,0.00E+00,2.42E-07,0.00E+00,0.00E+00,3.83E-07,0.00E+00,0.00E+00,2.65E-08,4.72E-07,0.00E+00,6.66E-08,3.49E-08,0.00E+00,0.00E+00,0.00E+00
393,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.58E-08,1.74E-09,0.00E+00,0.00E+00,3.18E-07,7.36E-09,0.00E+00,1.94E-08,0.00E+00,0.00E+00,1.56E-07,0.00E+00,0.00E+00,0.00E+00,1.69E-08,2.23E-07,0.00E+00,0.00E+00,0.00E+00
394,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.50E-08,7.66E-08,0.00E+00,0.00E+00,3.77E-08,1.48E-07,0.00E+00,3.89E-07,6.44E-08,0.00E+00,0.00E+00,0.00E+00,1.07E-06,0.00E+00,3.38E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00
395,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.04E-07,0.00E+00,0.00E+00,9.43E-08,0.00E+00,0.00E+00,0.00E+00,1.61E-07,0.00E+00,0.00E+00,0.00E+00,3.88E-06,0.00E+00,0.00E+00,9.60E-08,0.00E+00,0.00E+00,2.24E-07
396,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.75E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.62E-06,0.00E+00,0.00E+00,0.00E+00,3.35E-06,0.00E+00,0.00E+00,8.85E-08,0.00E+00,0.00E+00,2.07E-07
397,0.00E+00,0.00E+00,3.61E-08,0.00E+00,8.85E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.53E-06,0.00E+00,0.00E+00,0.00E+00,7.17E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
398,0.00E+00,0.00E+00,2.26E-10,0.00E+00,2.02E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.45E-08,0.00E+00,0.00E+00,6.52E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
399,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.47E-07,0.00E+00,9.49E-08,0.00E+00,1.33E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.23E-07,0.00E+00,3.25E-08,0.00E+00,0.00E+00,1.78E-07,0.00E+00,0.00E+00,4.80E-08,5.01E-08
400,0.00E+00,0.00E+00,0.00E+00,1.73E-08,2.09E-06,0.00E+00,2.23E-08,0.00E+00,6.25E-08,0.00E+00,0.00E+00,4.80E-08,0.00E+00,5.77E-08,0.00E+00,1.09E-07,7.37E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.61E-07,2.70E-07
401,0.00E+00,0.00E+00,0.00E+00,1.95E-08,1.75E-06,0.00E+00,2.51E-08,0.00E+00,7.05E-08,0.00E+00,0.00E+00,5.41E-08,2.40E-07,6.51E-08,0.00E+00,9.96E-08,8.31E-08,0.00E+00,1.25E-07,0.00E+00,0.00E+00,0.00E+00,1.16E-07
402,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.81E-06,3.45E-08,1.78E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.96E-08,0.00E+00,0.00E+00,4.13E-08,1.47E-07,0.00E+00,5.19E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00
403,0.00E+00,0.00E+00,0.00E+00,4.35E-08,3.95E-07,1.33E-07,1.05E-08,0.00E+00,7.87E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.35E-07,8.70E-09,0.00E+00,2.10E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00
404,0.00E+00,0.00E+00,0.00E+00,3.83E-08,9.72E-07,0.00E+00,4.95E-08,0.00E+00,4.81E-08,0.00E+00,0.00E+00,1.07E-07,2.37E-07,2.22E-08,0.00E+00,0.00E+00,1.13E-07,0.00E+00,1.85E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00
405,0.00E+00,0.00E+00,0.00E+00,3.07E-08,2.44E-07,4.61E-08,0.00E+00,0.00E+00,2.16E-07,3.24E-08,0.00E+00,0.00E+00,0.00E+00,9.96E-08,0.00E+00,0.00E+00,5.08E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
406,0.00E+00,0.00E+00,0.00E+00,4.25E-08,2.55E-07,6.38E-08,0.00E+00,1.09E-07,0.00E+00,4.48E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.80E-07,3.52E-06,0.00E+00,3.52E-07,0.00E+00,0.00E+00,0.00E+00,2.88E-07
407,0.00E+00,0.00E+00,0.00E+00,3.35E-08,1.67E-07,1.34E-07,4.32E-08,5.68E-08,2.42E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E-06,3.83E-06,0.00E+00,2.45E-06,1.70E-07,0.00E+00,0.00E+00,1.50E-07
408,0.00E+00,0.00E+00,0.00E+00,3.73E-09,1.87E-08,1.49E-08,1.14E-07,0.00E+00,4.11E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.44E-06,5.85E-07,0.00E+00,4.36E-06,1.89E-08,0.00E+00,0.00E+00,0.00E+00
409,0.00E+00,0.00E+00,0.00E+00,8.76E-08,0.00E+00,0.00E+00,1.18E-06,7.84E-09,0.00E+00,0.00E+00,0.00E+00,1.14E-07,4.85E-08,0.00E+00,0.00E+00,1.78E-07,0.00E+00,0.00E+00,3.98E-07,0.00E+00,0.00E+00,0.00E+00,2.44E-07
410,0.00E+00,0.00E+00,0.00E+00,3.20E-08,1.41E-08,0.00E+00,7.79E-07,4.80E-08,0.00E+00,2.98E-08,0.00E+00,0.00E+00,2.97E-07,0.00E+00,0.00E+00,1.23E-07,0.00E+00,0.00E+00,0.00E+00,7.15E-08,0.00E+00,0.00E+00,8.36E-08
411,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.84E-08,0.00E+00,5.89E-08,6.84E-08,0.00E+00,4.82E-08,0.00E+00,0.00E+00,1.41E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.31E-07,0.00E+00,0.00E+00,1.35E-07
412,0.00E+00,0.00E+00,0.00E+00,6.31E-08,2.79E-08,0.00E+00,4.07E-08,4.19E-08,3.42E-07,0.00E+00,0.00E+00,8.76E-08,8.63E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.05E-07,7.08E-08,0.00E+00,1.79E-07,0.00E+00
413,0.00E+00,0.00E+00,0.00E+00,5.06E-08,8.05E-07,0.00E+00,6.63E-09,0.00E+00,5.58E-08,0.00E+00,0.00E+00,3.50E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.44E-07,0.00E+00,0.00E+00,2.92E-08,0.00E+00
414,0.00E+00,0.00E+00,7.28E-09,0.00E+00,4.87E-08,0.00E+00,0.00E+00,0.00E+00,2.11E-07,8.74E-08,0.00E+00,0.00E+00,0.00E+00,4.15E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00
415,2.46E-08,0.00E+00,6.48E-08,0.00E+00,6.48E-08,0.00E+00,1.58E-08,0.00E+00,3.36E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
416,6.78E-08,0.00E+00,0.00E+00,2.08E-08,0.00E+00,0.00E+00,3.03E-08,0.00E+00,4.47E-06,4.38E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.23E-07
417,1.47E-08,0.00E+00,0.00E+00,1.47E-08,2.89E-08,0.00E+00,0.00E+00,0.00E+00,1.82E-06,3.10E-08,0.00E+00,8.04E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.47E-07,0.00E+00,0.00E+00,2.59E-07
418,0.00E+00,0.00E+00,0.00E+00,3.71E-08,8.03E-08,0.00E+00,0.00E+00,0.00E+00,1.45E-07,7.82E-08,0.00E+00,1.71E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.12E-08,0.00E+00,0.00E+00,3.65E-08
419,0.00E+00,0.00E+00,0.00E+00,4.07E-08,0.00E+00,4.07E-08,5.25E-08,0.00E+00,7.36E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.97E-07,0.00E+00,0.00E+00,1.28E-08,0.00E+00
420,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.03E-08,0.00E+00,0.00E+00,1.80E-07,0.00E+00
421,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.83E-08,0.00E+00,0.00E+00,0.00E+00,6.62E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.12E-07,0.00E+00,0.00E+00,0.00E+00,1.08E-07
422,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.11E-08,0.00E+00,0.00E+00,1.57E-07,5.40E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.86E-08
423,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.81E-09,0.00E+00,0.00E+00,4.09E-08,6.09E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.42E-07,0.00E+00,0.00E+00,0.00E+00
424,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.48E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.38E-07,0.00E+00,0.00E+00,4.72E-09,0.00E+00,0.00E+00,0.00E+00,2.21E-07,6.41E-09
425,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.76E-09,0.00E+00,0.00E+00,0.00E+00,3.64E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.10E-08,6.74E-08,0.00E+00,1.34E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.82E-07
426,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.46E-08,0.00E+00,0.00E+00,0.00E+00,3.65E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.38E-08,7.95E-08,2.35E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
427,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.88E-08,0.00E+00,0.00E+00,0.00E+00,1.45E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.82E-08,0.00E+00,5.55E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E-07,0.00E+00
428,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.91E-08,0.00E+00,0.00E+00,6.54E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.97E-07,0.00E+00,0.00E+00,1.26E-07,0.00E+00,2.86E-07,0.00E+00,0.00E+00,3.95E-08,0.00E+00
429,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.42E-06,1.40E-09,1.30E-07,1.97E-09,0.00E+00,0.00E+00,0.00E+00,2.40E-07,3.97E-09,2.77E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
430,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.14E-08,0.00E+00,1.84E-07,2.13E-07,0.00E+00,2.99E-07,0.00E+00,1.99E-08,0.00E+00,2.39E-08,6.79E-07,1.37E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
431,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.43E-08,0.00E+00,5.53E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.96E-08,0.00E+00,7.17E-08,1.28E-06,8.25E-08,6.03E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
432,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.40E-07,0.00E+00,0.00E+00,1.57E-07,0.00E+00,0.00E+00,4.83E-08,0.00E+00,0.00E+00,0.00E+00,1.07E-06,0.00E+00,6.11E-08,0.00E+00,2.02E-07,0.00E+00,0.00E+00,1.19E-07,0.00E+00
433,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.14E-07,0.00E+00,3.51E-08,5.43E-08,1.48E-07,0.00E+00,7.94E-08,0.00E+00,0.00E+00,1.82E-07,9.64E-08,0.00E+00,0.00E+00,0.00E+00,7.00E-08,0.00E+00,0.00E+00,1.96E-07,0.00E+00
434,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.78E-08,0.00E+00,5.80E-10,0.00E+00,2.44E-09,6.88E-08,1.04E-09,0.00E+00,0.00E+00,1.53E-06,1.59E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.66E-07,0.00E+00,2.55E-09,0.00E+00
435,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.22E-06,0.00E+00,3.12E-07,0.00E+00,0.00E+00,1.23E-08,0.00E+00,4.86E-08,8.04E-08,1.43E-06,1.13E-07,0.00E+00,2.48E-08,0.00E+00,1.26E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00
436,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.23E-07,0.00E+00,1.09E-06,0.00E+00,0.00E+00,8.93E-08,0.00E+00,2.56E-07,0.00E+00,1.27E-07,6.74E-08,0.00E+00,8.11E-08,0.00E+00,5.63E-08,5.91E-08,0.00E+00,6.61E-08,0.00E+00
437,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.93E-08,0.00E+00,1.36E-06,0.00E+00,0.00E+00,5.38E-08,7.99E-08,1.06E-07,0.00E+00,1.45E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.17E-08,6.47E-08,0.00E+00,7.25E-08,0.00E+00
438,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.69E-08,0.00E+00,4.51E-07,3.43E-08,0.00E+00,9.64E-08,3.10E-08,0.00E+00,0.00E+00,2.32E-06,0.00E+00,1.76E-07,9.74E-08,0.00E+00,0.00E+00,1.16E-07,0.00E+00,0.00E+00,1.35E-07
439,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.52E-07,4.35E-08,0.00E+00,3.78E-09,1.30E-07,0.00E+00,0.00E+00,1.01E-06,9.95E-08,6.89E-09,3.82E-09,0.00E+00,0.00E+00,4.54E-09,0.00E+00,0.00E+00,5.31E-09
440,4.73E-09,0.00E+00,0.00E+00,0.00E+00,4.76E-08,0.00E+00,1.22E-08,7.10E-09,6.87E-08,7.01E-08,1.10E-07,0.00E+00,1.13E-06,1.59E-07,0.00E+00,0.00E+00,1.85E-06,0.00E+00,1.15E-07,0.00E+00,0.00E+00,0.00E+00,1.41E-07
441,1.80E-08,0.00E+00,0.00E+00,0.00E+00,2.05E-08,0.00E+00,4.64E-08,2.70E-08,9.75E-08,7.58E-08,0.00E+00,0.00E+00,3.73E-06,0.00E+00,0.00E+00,0.00E+00,1.28E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
442,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.46E-08,7.81E-08,4.03E-08,2.35E-08,0.00E+00,0.00E+00,7.20E-08,0.00E+00,1.16E-06,0.00E+00,0.00E+00,0.00E+00,5.91E-07,0.00E+00,1.51E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00
443,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.36E-08,1.73E-08,1.01E-08,0.00E+00,1.32E-07,5.13E-07,5.81E-08,4.18E-07,0.00E+00,1.48E-07,8.04E-08,2.87E-08,0.00E+00,6.50E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00
444,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.87E-06,3.40E-08,1.19E-07,1.90E-07,6.36E-08,2.93E-08,3.53E-09,1.80E-06,0.00E+00,9.01E-09,4.89E-09,0.00E+00,0.00E+00,1.91E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00
445,0.00E+00,0.00E+00,0.00E+00,4.07E-09,2.29E-08,6.86E-08,1.18E-07,3.43E-08,2.21E-08,5.68E-08,2.63E-07,6.35E-08,3.32E-06,3.49E-07,0.00E+00,8.79E-08,1.56E-07,9.97E-08,3.31E-07,0.00E+00,0.00E+00,2.31E-08,1.36E-07
